Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,44,0,0,0,14,39,37,0,12,4,51,0,6,30,9,0,0,0,23,60,31,0,0,10,0,0,48,11,0,0,48,26,22,0,49,0,46,36,0,17
P,17,0,0,0,0,0,13,0,19,0,0,2,7,58,91,46,75,18,86,125,63,0,5,0,31,0,0,0,0,0,0,47,16,0,62,0,59,0,9,0
TMM,23,8,0,0,23,10,22,0,0,0,33,0,0,24,120,115,123,165,221,172,122,69,53,19,0,0,20,0,0,15,0,33,30,1,31,0,69,32,12,0
N+P+TMM,45,0,0,0,0,37,92,95,170,173,459,399,584,605,653,910,996,1016,1221,1187,577,299,297,159,26,0,7,0,0,2,0,59,20,0,48,0,52,44,13,0
Control ,1,0,0,0,37,18,11,17,85,68,172,329,278,365,284,251,287,262,169,172,100,144,166,157,67,37,27,0,0,26,20,47,19,0,23,0,83,28,0,0
Transfer to Pro99 1:15,66,0,0,0,10,24,4,0,12,5,17,17,0,15,23,0,0,0,0,9,47,9,30,0,20,0,26,8,0,0,0,0,22,0,11,0,34,0,0,0
PRO,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A
ALT,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC
