Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112,116,118,120
N,20,0,0,24,0,42,37,33,33,40,74,0,67,70,43,22,48,18,84,71,155,54,64,62,21,14,17,0,36,29,0,57,26,0,7,14,3,23,35,35,0,39
P,0,0,0,38,0,17,30,49,64,34,86,66,152,234,368,248,376,622,592,1178,1092,980,1009,897,916,1076,1291,1048,797,1122,916,841,486,211,52,23,7,12,21,26,53,31
TMM,26,0,7,20,40,0,11,18,54,7,22,10,160,166,354,255,503,672,301,421,395,318,418,462,506,498,609,252,342,555,430,578,758,686,704,717,395,76,3,56,0,24
N+P+TMM,45,31,49,24,27,0,10,83,69,25,40,0,70,71,60,125,181,489,400,639,661,606,609,619,701,691,759,460,452,689,593,674,853,840,601,602,330,61,19,24,0,0
Control ,34,4,2,25,6,0,36,31,29,69,134,243,346,561,788,759,799,1188,638,1382,1555,1061,1390,1517,1672,1387,1709,1321,997,1322,1159,1001,470,247,37,35,0,8,8,51,14,6
Transfer to Pro99 1:15,0,0,20,20,56,0,0,55,51,15,20,0,45,6,0,0,8,25,0,25,7,0,22,6,0,22,27,55,9,28,0,63,9,0,0,12,13,0,0,24,0,28
PRO,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A
ALT,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE
