Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112,116,118,120
N,3,6,0,39,16,27,36,37,0,0,0,0,0,35,32,24,9,0,54,44,37,16,35,65,23,9,35,13,9,53,0,0,16,0,38,32,14,0,26,0,0,5
P,23,6,0,16,8,41,14,79,0,14,32,40,71,150,353,344,573,367,392,442,314,274,344,388,347,350,311,209,256,176,133,140,200,149,189,165,91,74,142,76,127,178
TMM,30,0,0,6,0,49,25,37,0,0,13,39,113,151,354,816,884,241,239,235,152,216,220,252,211,165,172,122,148,123,104,108,132,103,121,87,61,78,74,0,60,132
N+P+TMM,12,6,5,0,16,24,11,67,0,0,12,0,19,76,109,107,193,491,256,302,246,228,174,174,128,88,81,56,86,91,43,54,78,48,60,46,7,31,56,5,1,44
Control ,0,0,0,44,12,0,56,51,0,28,44,145,255,353,639,1017,1096,637,646,623,472,469,436,458,369,317,357,208,265,279,257,243,200,145,219,139,126,140,140,107,144,207
Transfer to Pro99 1:15,0,46,0,12,0,9,22,35,0,0,0,0,5,0,26,9,7,0,22,0,33,53,0,11,5,20,47,0,37,18,0,0,1,0,50,0,0,0,0,0,0,0
PRO,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604
ALT,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3
