Day,0,1,5,6,7,8,11,13,14,15,18,20,22,25,27,28,29,33,35,43,46,47,49,54,55,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,37,0,7,5,0,27,39,31,0,0,0,17,0,0,0,2,48,4,65,0,0,11,27,0,11,19,12,6,10,10,0,18,0,9,0,11,0,0,3,26
P,0,0,10,32,5,20,14,0,11,3,0,8,6,21,48,0,23,0,54,0,15,41,0,0,5,4,0,21,0,0,0,4,0,5,0,1,0,0,7,53
TMM,26,0,0,0,28,59,11,30,1,5,0,14,0,0,13,0,46,6,42,6,37,0,0,0,14,36,21,0,0,0,0,0,20,22,0,12,0,19,43,43
N+P+TMM,6,0,0,22,11,16,45,30,0,0,0,13,18,0,9,0,57,38,38,0,0,9,0,0,41,13,40,12,136,136,22,39,110,114,103,47,0,23,24,22
Control ,12,0,16,0,6,42,23,19,10,0,0,25,25,0,18,0,54,43,35,21,0,27,0,0,15,0,23,13,23,23,0,25,0,16,0,0,0,22,12,52
Transfer to Pro99 1:15,4,0,0,12,4,0,0,0,4,0,12,31,0,0,41,0,40,19,44,9,0,17,2,0,19,36,7,0,0,0,0,20,0,0,0,23,0,56,12,27
PRO,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313
ALT,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3
