Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,31,0,0,0,45,0,15,12,9,30,2,0,0,41,45,0,6,0,0,33,49,23,0,38,5,0,26,0,0,0,0,13,38,0,22,0,80,37,22,0
P,5,0,0,0,23,0,18,0,25,0,41,0,0,34,49,0,0,0,0,32,35,27,42,6,20,0,50,0,0,0,0,30,26,1,35,0,87,54,0,24
TMM,6,14,0,0,0,3,38,17,30,16,0,0,0,63,51,0,16,0,34,43,47,0,18,7,0,1,23,45,0,11,0,46,0,0,19,1,45,8,14,0
N+P+TMM,32,0,0,7,29,0,0,0,8,0,22,27,0,67,59,0,0,0,8,13,3,0,16,0,0,0,15,0,0,17,0,16,39,0,10,0,71,45,33,0
Control ,25,0,0,0,25,24,11,0,21,12,0,12,0,19,59,0,11,0,9,32,50,13,22,6,0,0,27,0,0,0,0,0,1,0,17,0,41,15,0,0
Transfer to Pro99 1:15,17,6,0,0,0,11,13,18,41,0,28,0,0,42,48,0,0,0,25,2,11,26,17,23,9,0,0,12,0,0,2,24,0,0,46,0,73,42,0,0
PRO,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313
ALT,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC
