Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,11,11,0,36,0,39,0,26,0,0,0,10,0,13,0,34,0,49,0,0,16,0,0,44,23,0,21,7,0,0,0,0,0,0,0,0,11,0,53,0
P,20,24,0,45,0,7,20,26,0,12,13,0,0,42,0,29,0,26,0,0,37,0,0,17,34,49,14,0,1,0,0,40,0,0,11,5,0,0,6,9
TMM,0,37,0,36,0,47,26,21,6,15,6,25,10,0,6,17,0,31,0,24,58,0,0,27,42,35,41,51,15,0,0,7,0,0,0,0,7,0,32,0
N+P+TMM,27,15,0,36,0,17,34,6,0,5,1,12,0,20,15,50,0,18,0,6,33,0,0,44,57,70,53,39,25,66,0,19,16,0,27,0,0,0,9,0
Control ,1,42,9,56,0,41,6,40,52,29,12,12,0,36,0,38,0,61,0,12,18,27,0,60,84,111,208,239,309,204,286,297,217,25,149,194,60,15,59,18
Transfer to Pro99 1:15,5,35,0,43,3,7,47,0,0,20,48,6,0,15,2,44,0,16,0,29,22,0,0,30,63,42,35,30,0,0,0,0,0,0,17,0,0,0,54,0
PRO,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4
ALT,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1
