Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,45,0,0,0,0,5,0,0,0,7,33,13,1,43,38,0,6,0,3,10,0,0,29,4,13,6,28,0,0,0,12,7,0,8,20,0,56,25,5,17
P,26,8,0,11,6,28,0,0,14,0,18,0,0,67,84,0,24,0,172,113,73,41,52,44,48,13,29,17,0,0,0,50,41,0,53,0,71,26,7,0
TMM,25,0,0,0,19,0,5,0,10,0,10,33,0,54,59,0,32,0,146,45,131,406,783,359,284,273,162,8,0,0,0,39,0,0,52,0,30,32,0,0
N+P+TMM,39,0,0,13,11,0,64,0,21,18,34,0,0,48,50,0,0,0,30,38,33,0,3,15,0,0,74,0,0,12,16,36,29,0,26,0,56,16,0,0
Control ,6,0,0,0,17,6,11,6,0,0,41,0,0,22,60,0,0,0,53,23,305,937,1428,1277,1236,1505,819,583,304,412,90,69,12,7,20,0,79,16,0,0
Transfer to Pro99 1:15,18,0,0,0,10,0,12,17,0,0,0,0,0,0,46,0,0,0,41,32,23,0,69,0,0,0,19,26,0,0,0,41,0,6,27,0,70,9,3,0
PRO,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A
ALT,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC
