Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,0,22,1,0,7,23,23,0,24,0,0,0,28,6,21,0,68,0,31,1,52,24,0,52,10,23,26,5,0,1,25,50,0,5,0,0,0,0,17,15
P,52,25,15,0,0,0,44,0,8,9,23,5,30,16,50,10,52,24,122,232,218,216,252,368,417,220,247,128,185,256,113,82,25,0,13,0,5,0,18,66
TMM,13,58,14,14,20,0,48,0,6,9,0,13,17,46,91,133,191,281,823,971,988,783,828,1174,1192,1282,1117,790,703,1026,890,820,685,326,259,101,30,37,47,52
N+P+TMM,0,34,8,0,0,48,41,0,17,0,0,0,45,18,36,6,5,0,18,0,56,61,92,166,146,251,276,193,246,189,89,57,32,0,9,0,20,6,37,54
Control ,24,26,2,0,0,0,8,0,0,0,0,44,79,18,93,100,179,160,382,528,849,609,637,900,1025,1059,1060,825,801,848,569,426,207,80,31,0,21,8,44,28
Transfer to Pro99 1:15,0,21,4,0,22,0,6,3,13,0,0,0,0,0,37,16,2,16,13,9,99,44,0,69,0,0,0,32,21,34,11,35,0,24,0,0,21,7,55,54
PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO,ALL_PRO
ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
