Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112,116,118,120
N,0,0,0,7,34,35,30,43,3,33,59,5,54,57,10,0,42,26,11,0,0,0,22,16,0,20,60,0,40,14,0,16,3,19,0,10,13,48,0,31,10,42
P,0,19,0,52,8,25,27,4,41,19,100,105,213,279,411,271,395,487,556,926,929,872,899,1104,1067,1173,1034,992,508,341,172,78,26,35,0,10,0,1,31,33,0,26
TMM,17,20,12,8,1,12,11,78,22,68,79,124,177,215,479,490,569,749,469,691,834,575,736,908,1150,990,1300,738,635,816,408,208,98,24,0,14,5,15,0,4,50,18
N+P+TMM,22,29,1,54,0,49,24,44,39,68,65,64,143,224,416,678,778,1385,753,1287,1532,1206,1204,1602,2102,2257,2484,1220,1147,1185,948,606,202,89,7,18,6,6,3,36,13,44
Control ,1,31,0,44,55,19,32,48,56,43,156,183,306,436,602,560,452,950,487,1170,1201,980,1364,1530,2073,1886,1797,1071,645,433,297,186,62,38,3,10,22,9,12,64,1,39
Transfer to Pro99 1:15,36,22,0,35,38,6,0,38,0,57,43,7,33,0,23,0,0,19,62,21,0,0,0,8,7,3,29,0,21,41,0,69,0,20,0,0,15,0,1,39,0,11
PRO,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A
ALT,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE
