Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,31,21,0,50,0,17,36,13,0,17,19,2,0,16,23,46,0,33,0,0,18,0,28,0,42,44,37,1,0,0,0,18,0,0,14,2,12,0,0,7
P,10,44,0,33,0,28,30,5,21,12,33,0,0,0,5,0,0,42,0,57,28,0,0,0,41,56,5,0,0,0,6,0,10,0,0,0,25,0,46,0
TMM,5,0,0,72,0,26,21,0,13,1,20,3,0,11,24,6,0,24,0,25,12,0,0,64,20,15,48,1,0,26,0,0,0,0,0,0,0,0,51,6
N+P+TMM,0,0,9,35,5,0,13,26,0,24,35,11,0,18,0,34,0,52,0,54,42,0,0,34,39,20,49,2,0,2,0,0,0,0,0,0,0,0,10,5
Control ,0,11,0,37,1,0,6,31,9,0,0,29,0,34,0,22,0,19,0,25,30,0,0,0,34,22,24,40,0,1,3,0,0,0,3,0,0,0,39,0
Transfer to Pro99 1:15,2,46,0,56,0,18,20,6,0,0,35,27,0,0,0,61,0,19,0,40,46,0,0,37,23,36,18,47,0,0,10,0,0,0,0,34,0,0,61,0
PRO,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313
ALT,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1
