Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,42,40,17,0,7,0,12,13,0,0,0,8,56,0,30,0,0,0,21,10,52,44,0,28,15,14,0,1,9,28,0,64,0,0,17,0,12,35,41,52
P,45,58,3,0,22,14,32,0,10,2,0,41,27,5,8,35,31,19,44,26,51,0,0,18,0,9,0,1,8,48,1,25,0,0,0,0,20,0,29,47
TMM,24,90,4,4,0,0,33,12,0,4,0,3,29,0,52,15,45,8,6,16,51,14,0,40,0,4,0,17,13,8,20,39,23,5,32,0,19,0,47,82
N+P+TMM,0,77,20,0,38,0,39,0,6,8,17,13,33,0,12,4,28,0,7,41,71,0,0,31,0,0,1,7,1,15,36,30,56,2,5,0,0,13,33,37
Control ,25,61,0,0,0,24,13,16,0,0,0,0,29,13,29,21,24,9,0,6,72,6,6,43,0,9,9,26,0,0,50,5,9,0,35,0,14,0,59,42
Transfer to Pro99 1:15,16,12,34,6,44,0,31,0,1,0,0,0,19,2,5,0,30,12,0,3,50,0,8,27,0,14,14,14,10,28,42,27,0,34,0,0,19,24,23,44
PRO,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604
ALT,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC
