Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,4,0,0,0,2,7,39,17,4,29,11,0,0,31,53,0,0,0,0,52,50,10,9,35,46,0,24,0,0,0,28,37,36,0,59,0,61,15,24,0
P,22,0,0,0,20,0,0,4,51,2,0,0,0,54,62,0,0,0,0,52,70,0,0,0,0,0,27,0,0,0,0,9,18,0,0,15,56,4,0,0
TMM,0,0,0,0,0,0,20,0,64,0,21,0,0,33,26,0,0,0,0,0,19,0,13,5,7,0,14,0,0,33,0,25,19,14,55,0,17,31,0,2
N+P+TMM,21,0,0,5,22,0,17,0,24,0,16,0,0,41,74,0,0,0,7,24,0,36,6,11,0,0,55,0,0,0,0,15,3,0,11,27,109,48,0,0
Control ,23,24,0,0,23,8,42,0,18,0,23,7,0,3,79,0,10,0,13,9,26,3,0,0,2,0,22,24,0,0,0,36,0,0,6,0,71,14,41,0
Transfer to Pro99 1:15,62,0,0,0,35,0,0,0,38,0,27,13,0,49,78,0,0,0,5,19,21,0,21,27,11,0,29,10,0,5,0,19,16,0,64,0,43,7,19,0
PRO,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313,MIT9313
ALT,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC
