Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,0,0,0,29,0,15,13,11,6,0,30,22,21,0,2,22,0,45,0,32,17,0,0,0,74,26,16,40,0,14,0,0,0,0,0,0,0,0,62,0
P,0,0,6,54,0,46,11,12,6,33,0,7,17,44,10,36,0,12,0,0,16,0,6,33,45,47,17,3,0,0,0,15,0,0,0,0,0,0,16,25
TMM,0,0,0,67,15,7,40,17,20,6,12,6,0,0,0,36,0,16,0,0,30,0,0,21,30,62,17,0,0,0,0,0,31,0,18,0,0,0,40,13
N+P+TMM,14,3,0,75,0,32,23,26,3,35,1,0,10,12,30,12,0,21,0,0,61,0,0,14,0,39,0,22,1,0,0,4,0,0,0,0,0,0,59,4
Control ,26,58,0,70,0,20,30,12,0,18,20,0,0,19,0,6,2,44,0,15,32,0,7,36,85,7,29,42,0,15,0,4,0,0,0,0,0,0,0,9
Transfer to Pro99 1:15,22,38,0,21,4,0,18,0,0,63,4,12,25,32,20,41,0,19,0,0,15,0,0,57,38,0,24,31,0,0,0,0,0,0,0,0,11,0,37,2
PRO,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604
ALT,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE
