Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112,116,118,120,130
N,0,38,50,0,7,2,0,27,0,0,24,208,141,118,103,142,335,101,310,45,32,110,66,28,0,4,29,30,0,0,0,0,0,27,0,24,0,31,0,43,0,49,0,25
P,0,45,41,17,52,39,13,81,119,86,660,911,877,1203,326,964,1069,702,914,549,542,747,677,662,668,549,461,204,604,535,708,527,222,460,311,217,0,16,0,24,0,26,16,26
TMM,0,40,75,36,23,46,138,304,442,491,1466,1810,1718,1539,760,809,911,668,587,478,417,511,491,435,423,281,221,273,295,278,340,302,175,219,231,350,273,350,217,25,0,54,20,27
N+P+TMM,0,61,45,23,85,53,129,330,506,566,1630,2057,2082,2219,1152,1068,1233,898,810,694,520,637,550,342,354,341,267,383,376,315,326,306,199,138,154,290,222,240,145,16,0,30,0,10
Control ,0,34,61,62,37,46,114,288,386,398,986,1412,1340,1513,967,1153,1359,1003,917,711,800,852,762,620,580,492,332,442,554,450,621,489,272,293,380,335,286,327,268,91,121,91,59,0
Transfer to Pro99 1:15,0,16,54,30,14,0,12,7,0,0,0,30,15,0,0,0,58,12,1,21,893,1256,930,646,154,34,34,13,50,76,7,0,33,0,7,9,0,0,0,35,1,31,9,19
PRO,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A,NATL2A
ALT,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1
