Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112,116,118,120,130
N,0,22,39,27,0,28,0,35,0,0,0,33,2,7,24,1,11,0,3,0,1,14,18,0,6,0,0,1,0,44,0,0,0,13,0,28,0,33,0,6,0,35,53,3
P,0,56,32,11,4,3,25,44,4,0,59,105,41,126,29,82,121,74,175,134,149,278,247,142,95,95,78,64,172,193,173,95,164,66,432,91,83,118,52,134,92,94,59,60
TMM,0,48,31,25,22,29,1,40,21,0,1,72,44,9,16,4,41,31,39,40,82,127,70,9,23,75,10,20,71,84,69,11,35,8,399,91,0,66,0,109,126,114,98,206
N+P+TMM,0,45,40,22,17,25,20,46,0,0,27,98,83,68,122,188,277,256,401,331,221,234,176,157,200,170,122,152,185,152,196,150,100,100,202,146,56,133,37,118,64,220,80,254
Control ,1,52,57,24,0,22,7,7,34,0,113,171,173,224,379,511,758,657,884,690,475,489,431,347,348,301,248,205,325,243,297,229,173,169,66,223,137,141,55,131,102,170,118,158
Transfer to Pro99 1:15,0,13,55,41,8,25,0,26,3,0,0,32,33,13,0,0,50,26,0,14,5,60,44,0,7,0,2,4,14,0,9,7,0,0,12,21,0,21,0,21,0,71,0,49
PRO,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604
ALT,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1,DE1
