Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,21,0,0,0,37,36,27,11,16,19,0,0,0,76,42,0,0,0,18,27,36,0,17,0,0,0,0,0,0,8,10,26,11,11,18,0,74,56,0,0
P,30,0,0,0,0,30,13,0,17,15,15,0,0,47,49,0,0,0,37,61,64,0,21,6,34,0,49,22,0,0,25,33,22,0,22,0,88,11,20,0
TMM,35,0,0,0,17,11,8,1,20,0,9,0,0,41,26,0,0,0,6,64,61,35,10,25,0,0,39,0,0,0,0,26,11,0,27,0,62,17,0,0
N+P+TMM,0,0,0,0,0,0,0,0,28,0,0,3,0,27,33,0,7,0,26,53,33,37,48,14,16,0,40,0,0,0,52,33,24,0,23,0,95,26,20,0
Control ,35,0,0,0,3,0,0,0,0,6,0,0,0,0,60,0,23,0,20,24,22,0,20,6,39,16,13,15,0,0,5,27,0,0,0,0,18,45,31,0
Transfer to Pro99 1:15,9,21,0,0,1,19,0,2,39,13,3,8,0,12,37,16,0,0,6,51,31,10,0,26,0,0,33,49,0,0,0,24,6,19,28,17,79,37,5,0
PRO,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312
ALT,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC
