Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,24,54,32,37,45,31,45,6,7,0,0,2,31,19,7,1,9,0,2,9,70,3,0,82,0,0,10,0,21,29,47,26,27,0,12,0,12,0,40,49
P,24,45,4,0,0,0,11,0,5,29,1,16,64,60,44,4,68,3,21,7,94,0,0,88,0,28,16,0,42,30,41,20,36,3,0,0,19,0,55,18
TMM,43,45,0,0,18,1,46,0,0,26,18,36,11,12,86,92,120,79,225,332,224,252,155,187,98,125,69,78,59,57,11,32,0,0,11,0,0,0,18,43
N+P+TMM,50,27,0,0,0,0,33,0,0,0,0,0,34,19,39,12,0,0,0,0,55,45,0,22,0,0,44,0,0,52,3,26,23,59,47,0,4,0,42,19
Control ,46,65,6,16,23,20,21,0,17,38,37,34,102,88,229,266,280,364,600,1185,713,308,221,197,4,0,40,18,13,0,21,40,0,15,0,14,12,0,26,41
Transfer to Pro99 1:15,30,59,30,0,20,20,50,0,0,19,0,9,23,0,27,3,12,0,6,18,62,6,0,48,0,0,43,33,0,21,23,35,8,24,40,0,0,0,6,34
PRO,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
ALT,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
