Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112,116,118,120
N,35,38,0,0,0,53,29,40,24,8,0,0,0,44,0,12,17,5,0,30,16,6,0,0,0,22,60,3,0,9,16,0,0,0,0,0,21,11,0,32,0,28,0
P,19,57,26,23,0,4,23,48,30,12,0,0,0,41,26,54,0,7,0,44,51,0,0,0,0,10,35,0,0,0,17,0,0,0,16,0,0,40,0,34,0,0,26
TMM,22,36,0,33,0,48,52,43,20,1,0,0,0,6,12,22,0,0,0,36,71,11,14,10,0,17,58,8,0,0,0,0,0,0,14,0,0,9,0,23,8,10,24
N+P+TMM,27,31,0,10,0,31,48,42,37,29,0,0,0,0,1,31,0,0,0,34,41,11,0,7,0,0,13,0,0,0,21,0,14,0,0,37,20,13,0,15,11,0,2
Control ,42,60,0,0,0,29,0,19,9,28,0,6,0,48,0,31,0,0,0,69,60,0,0,0,0,0,64,0,0,24,25,0,0,0,27,84,46,3,8,63,13,0,21
Transfer to Pro99 1:15,30,0,0,8,0,53,18,53,14,26,0,0,0,48,0,0,54,0,0,34,50,0,0,0,0,21,41,0,0,0,36,0,0,0,0,0,13,0,11,33,0,0,7
PRO,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312
ALT,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11,BS11
