Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112,116,118,120
N,34,0,3,39,22,16,30,49,0,50,29,0,48,29,16,0,8,31,18,0,0,0,28,12,14,32,27,0,48,20,0,17,60,14,0,6,7,28,6,45,0,38
P,0,5,0,13,2,18,16,39,30,52,37,0,108,94,177,14,44,39,458,140,128,74,114,89,20,27,0,0,13,52,13,17,14,19,0,27,32,0,6,18,11,0
TMM,0,0,25,38,43,30,16,39,63,54,39,0,149,161,331,0,126,622,536,1157,1143,650,1114,1057,1113,868,1043,859,637,866,772,509,666,551,376,633,369,156,21,63,29,27
N+P+TMM,11,6,8,40,53,36,26,65,33,65,131,145,186,283,472,507,613,983,614,1069,1088,749,1022,1037,1058,891,1040,796,618,804,862,628,350,239,54,84,47,26,0,14,24,15
Control ,24,34,14,9,0,1,16,54,47,42,84,61,100,133,144,192,240,433,375,492,347,388,471,316,163,219,163,64,113,34,34,2,56,39,0,69,94,87,10,48,0,32
Transfer to Pro99 1:15,0,16,0,20,9,0,0,65,29,19,6,2,48,20,8,9,4,20,0,0,0,0,0,0,28,27,31,0,20,13,0,73,28,0,0,21,19,1,0,38,1,38
PRO,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312,MIT9312
ALT,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE
