Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,0,30,0,28,4,23,43,9,0,0,0,0,1,8,6,19,0,60,0,39,21,0,0,6,51,51,67,15,0,0,0,9,0,0,0,0,0,0,44,8
P,56,24,0,41,0,41,7,13,15,38,28,16,0,21,18,52,0,60,0,37,11,0,0,50,12,41,29,20,0,0,0,0,0,1,10,0,0,0,65,0
TMM,0,22,0,60,0,9,42,0,0,8,0,28,1,27,0,55,0,16,0,0,35,0,0,43,30,17,24,34,0,27,0,1,0,7,0,0,0,0,52,0
N+P+TMM,0,11,0,8,0,3,31,17,34,7,39,9,0,26,12,21,0,38,0,0,53,0,2,53,3,15,32,39,0,2,0,0,0,5,0,3,0,0,14,0
Control ,24,34,0,24,6,18,0,0,5,32,32,1,0,26,5,15,0,6,0,37,0,0,3,40,8,25,62,14,0,0,0,0,0,0,0,0,0,0,44,0
Transfer to Pro99 1:15,25,19,0,22,0,14,77,29,0,26,38,0,0,28,0,37,0,31,0,0,53,1,0,26,19,37,54,27,0,0,0,0,13,12,0,0,3,0,3,0
PRO,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604
ALT,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE
