Day,0,1,5,6,7,8,11,13,14,15,18,20,21,22,25,27,28,29,33,35,43,46,47,49,54,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,0,63,31,25,28,4,19,0,32,0,0,0,0,0,11,0,17,13,0,6,75,15,0,20,0,10,5,28,0,5,45,33,3,0,20,7,0,0,54,31
P,3,48,5,13,21,0,13,0,0,0,0,0,18,36,17,6,0,15,13,10,61,0,0,5,0,5,25,0,18,4,36,35,51,11,0,0,10,0,0,68
TMM,12,42,22,25,0,19,10,0,0,12,0,2,25,0,38,6,0,0,0,49,29,0,0,78,0,14,9,26,0,11,5,17,7,0,19,7,27,12,63,21
N+P+TMM,5,73,17,9,17,0,10,0,2,6,7,0,16,0,0,4,32,0,0,17,87,28,0,38,0,10,0,6,30,0,30,45,1,0,110,26,19,27,60,37
Control ,0,80,0,6,36,15,48,2,9,6,0,0,32,16,41,22,0,0,0,0,62,0,1,95,0,0,0,0,0,33,0,0,0,9,9,0,26,0,47,54
Transfer to Pro99 1:15,0,41,4,23,0,20,0,0,0,0,0,1,26,29,22,0,0,12,0,0,31,0,26,77,0,0,0,0,6,23,40,20,6,1,0,0,6,7,20,20
PRO,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604,MIT0604
ALT,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC,ATCC
