Day,0,1,5,6,7,8,11,13,14,15,18,20,22,25,27,28,29,33,35,43,46,47,49,54,55,57,60,62,67,69,74,76,81,85,88,92,95,97,102,112
N,0,0,10,34,18,24,0,0,10,0,10,24,0,0,15,0,56,41,20,19,0,15,16,0,11,12,44,16,20,20,1,0,11,15,21,0,0,11,0,26
P,43,0,0,0,19,8,0,32,0,27,3,34,0,0,1,0,63,32,62,0,17,41,0,0,4,11,0,20,0,0,0,60,0,0,11,0,0,39,32,46
TMM,0,0,32,1,8,11,0,0,7,3,8,21,0,41,33,0,28,35,38,5,0,23,0,0,30,31,20,0,26,26,0,21,25,19,0,12,0,0,43,0
N+P+TMM,0,0,9,5,0,19,28,0,0,5,0,19,0,0,0,10,80,0,56,12,23,26,0,0,23,9,0,38,8,8,0,22,1,31,0,0,0,26,0,52
Control ,0,0,0,9,16,24,24,0,0,0,0,42,0,0,10,0,46,15,34,0,6,37,0,0,7,0,12,10,21,21,0,0,0,12,0,0,0,5,0,0
Transfer to Pro99 1:15,10,0,9,53,36,25,0,1,31,0,0,0,0,0,17,0,66,5,24,5,5,7,0,0,0,8,0,0,16,16,0,38,17,0,0,0,0,6,0,34
PRO,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4,MED4
ALT,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3,1A3
