name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Granulosicoccus	437504	G	1	0	1	0.00056
Sulfurivermis	2034504	G	3	29	32	0.01535
Halothiobacillus	109262	G	1	0	1	0.00091
Wenzhouxiangella	1676142	G	1	0	1	0.00066
Xanthomonas	338	G	6	22	28	0.01369
Lysobacter	68	G	2	1	3	0.00173
Pseudolysobacter	2709666	G	2	0	2	0.00116
Stenotrophomonas	40323	G	1	0	1	0.00048
Luteimonas	83614	G	1	1	2	0.00118
Thermomonas	141948	G	1	0	1	0.00092
Luteibacter	242605	G	1	0	1	0.00068
Cellvibrio	10	G	4	1	5	0.00255
Saccharophagus	316625	G	2	0	2	0.00114
Teredinibacter	2425	G	1	0	1	0.00059
Microbulbifer	48073	G	4	1	5	0.00278
Halioglobus	1217416	G	2	0	2	0.00116
Vibrio	662	G	7	6	13	0.00664
Photobacterium	657	G	1	1	2	0.00096
Methylomonas	416	G	3	2	5	0.00251
Methylomicrobium	39773	G	2	0	2	0.00118
Candidatus Methylospira	1808977	G	1	0	1	0.00077
Aeromonas	642	G	5	5	10	0.00518
Oceanisphaera	225143	G	1	1	2	0.00117
Sedimenticola	349742	G	2	1	3	0.00176
Pseudohongiella	1524249	G	1	0	1	0.00060
Thiolapillus	1608298	G	1	0	1	0.00055
Legionella	445	G	2	4	6	0.00294
Gallibacterium	155493	G	1	2	3	0.00151
Aggregatibacter	416916	G	1	0	1	0.00095
Cardiobacterium	2717	G	1	1	2	0.00123
Sulfurifustis	1692042	G	1	0	1	0.00061
Achromobacter	222	G	4	9	13	0.00655
Bordetella	517	G	3	13	16	0.00797
Castellaniella	359336	G	1	3	4	0.00238
Burkholderia	32008	G	2	1	3	0.00155
Ralstonia	48736	G	2	4	6	0.00303
Cupriavidus	106589	G	1	1	2	0.00115
Variovorax	34072	G	2	1	3	0.00155
Melaminivora	1649468	G	1	9	10	0.00480
Delftia	80865	G	1	15	16	0.00782
Janthinobacterium	29580	G	1	1	2	0.00111
Massilia	149698	G	1	2	3	0.00149
Collimonas	202907	G	1	0	1	0.00073
Ferriphaselus	1443590	G	2	1	3	0.00174
Gallionella	96	G	1	0	1	0.00079
Candidatus Nitrotoga	453161	G	1	0	1	0.00073
Sulfuricella	935200	G	1	0	1	0.00091
Methylobacillus	404	G	1	2	3	0.00184
Methylovorus	81682	G	1	0	1	0.00086
Neisseria	482	G	3	4	7	0.00344
Laribacter	168470	G	2	16	18	0.00903
Azoarcus	12960	G	1	0	1	0.00094
Thauera	33057	G	1	0	1	0.00048
Azospira	146937	G	1	19	20	0.00969
Minicystis	1649470	G	2	0	2	0.00103
Melittangium	44	G	1	0	1	0.00056
Desulfobacter	2289	G	1	0	1	0.00053
Desulfatibacillum	218207	G	1	0	1	0.00049
Geobacter	28231	G	1	0	1	0.00056
Acidithiobacillus	119977	G	1	0	1	0.00048
Rothia	32207	G	1	1	2	0.00103
Nesterenkonia	57494	G	1	0	1	0.00059
Pseudarthrobacter	1742993	G	1	1	2	0.00114
Xylanimicrobium	289244	G	1	2	3	0.00146
Brachybacterium	43668	G	1	0	1	0.00086
Mycolicibacterium	1866885	G	2	0	2	0.00122
Mycobacterium	1763	G	1	0	1	0.00084
Corynebacterium	1716	G	1	0	1	0.00095
Streptomyces	1883	G	5	4	9	0.00445
Microlunatus	29404	G	1	1	2	0.00102
Micromonospora	1873	G	1	4	5	0.00276
Paenibacillus	44249	G	2	1	3	0.00164
Staphylospora	2689589	G	1	2	3	0.00165
Lactobacillus	1578	G	1	0	1	0.00095
Selenomonas	970	G	1	0	1	0.00048
Prochlorococcus	1218	G	7	0	7	0.00369
Nodularia	159191	G	1	0	1	0.00048
Marinithermus	186191	G	1	0	1	0.00055
Sphaerobacter	2056	G	1	0	1	0.00048
Bacteroides	816	G	3	0	3	0.00174
Salinivirga	1970191	G	1	0	1	0.00051
Chryseobacterium	59732	G	1	1	2	0.00116
Arenibacter	178469	G	1	0	1	0.00058
Mucilaginibacter	423349	G	2	0	2	0.00097
Hymenobacter	89966	G	1	0	1	0.00050
Melioribacter	1134403	G	1	0	1	0.00049
Fibrobacter	832	G	1	2	3	0.00149
Candidatus Xiphinematobacter	134550	G	1	0	1	0.00048
Treponema	157	G	1	0	1	0.00051
Sphaerochaeta	399320	G	1	1	2	0.00116
Methanohalophilus	2175	G	1	0	1	0.00048
Methanocaldococcus	196118	G	1	0	1	0.00048
Candidatus Nitrosocosmicus	1826864	G	1	0	1	0.00048
Homo	9605	G	2	0	2	0.00100
Begomovirus	10814	G	1	0	1	0.00048
