name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Roseibacterium	159345	G	1	0	1	0.00009
Litoreibacter	947567	G	1	0	1	0.00008
Maribius	387095	G	1	0	1	0.00008
Haematobacter	366614	G	1	7	8	0.00051
Pelagibaca	360528	G	1	4	5	0.00035
Rhodobaca	119541	G	1	0	1	0.00008
Salipiger	263377	G	1	5	6	0.00038
Oceanicola	252301	G	1	0	1	0.00008
Pseudorhodobacter	238783	G	1	0	1	0.00009
Gemmobacter	204456	G	1	2	3	0.00020
Rhizobium	379	G	87	92	179	0.01099
Agrobacterium	357	G	35	80	115	0.00707
Neorhizobium	1525371	G	12	13	25	0.00155
Sinorhizobium	28105	G	17	60	77	0.00474
Ensifer	106591	G	14	32	46	0.00282
Georhizobium	2661800	G	5	20	25	0.00154
Shinella	323620	G	4	33	37	0.00230
Mesorhizobium	68287	G	97	191	288	0.01761
Hoeflea	274591	G	15	9	24	0.00149
Phyllobacterium	28100	G	10	15	25	0.00156
Aminobacter	31988	G	8	37	45	0.00278
Nitratireductor	245876	G	8	11	19	0.00119
Salaquimonas	2712688	G	8	3	11	0.00067
Chelativorans	449972	G	6	7	13	0.00085
Oricola	1594166	G	5	7	12	0.00074
Roseitalea	1915401	G	2	2	4	0.00030
Bradyrhizobium	374	G	69	50	119	0.00732
Bosea	85413	G	29	37	66	0.00404
Rhodopseudomonas	1073	G	14	38	52	0.00322
Variibacter	1649510	G	8	5	13	0.00082
Tardiphaga	1395974	G	4	0	4	0.00024
Nitrobacter	911	G	3	9	12	0.00075
Oligotropha	40136	G	1	0	1	0.00006
Devosia	46913	G	32	21	53	0.00324
Hyphomicrobium	81	G	15	15	30	0.00184
Youhaiella	1827478	G	5	5	10	0.00063
Filomicrobium	119044	G	4	0	4	0.00029
Rhodomicrobium	1068	G	3	1	4	0.00028
Rhodoplanes	29407	G	3	3	6	0.00039
Blastochloris	59282	G	2	6	8	0.00049
Maritalea	623276	G	1	0	1	0.00008
Pelagibacterium	1082930	G	1	1	2	0.00016
Pyruvatibacter	1742974	G	27	30	57	0.00353
Candidatus Phaeomarinobacter	1541445	G	9	2	11	0.00069
Parvibaculum	256616	G	4	61	65	0.00402
Methylobacterium	407	G	29	30	59	0.00361
Methylorubrum	2282523	G	4	22	26	0.00160
Pseudolabrys	556257	G	13	25	38	0.00232
Azorhizobium	6	G	7	13	20	0.00125
Starkeya	152053	G	6	18	24	0.00150
Labrys	204476	G	6	5	11	0.00072
Ancylobacter	99	G	4	6	10	0.00067
Methylocystis	133	G	15	14	29	0.00179
Methylosinus	425	G	5	8	13	0.00085
Terasakiella	196080	G	2	0	2	0.00015
Ochrobactrum	528	G	15	102	117	0.00719
Brucella	234	G	5	7	12	0.00075
Methyloceanibacter	1484898	G	6	3	9	0.00060
Nordella	169055	G	5	2	7	0.00045
Methyloligella	1485594	G	5	5	10	0.00063
Hartmannibacter	1572860	G	4	8	12	0.00074
Martelella	293088	G	7	22	29	0.00182
Aureimonas	414371	G	4	5	9	0.00056
Cohaesibacter	655352	G	8	3	11	0.00069
Breoghania	1406135	G	1	1	2	0.00014
Methylocella	120652	G	4	7	11	0.00073
Chelatococcus	28209	G	3	2	5	0.00035
Bartonella	773	G	1	1	2	0.00012
Lichenihabitans	2723776	G	1	0	1	0.00012
Sphingomonas	13687	G	88	107	195	0.01193
Sphingobium	165695	G	48	195	243	0.01486
Sphingopyxis	165697	G	34	82	116	0.00709
Sphingorhabdus	1434046	G	26	6	32	0.00196
Novosphingobium	165696	G	17	18	35	0.00216
Sphingosinithalassobacter	2676233	G	4	9	13	0.00085
Tardibacter	2685927	G	4	35	39	0.00239
Sphingosinicella	335405	G	3	0	3	0.00024
Zymomonas	541	G	2	3	5	0.00032
Blastomonas	150203	G	1	0	1	0.00006
Parasphingopyxis	1234545	G	1	0	1	0.00007
Rhizorhabdus	1649486	G	1	5	6	0.00038
Erythrobacter	1041	G	47	52	99	0.00610
Altererythrobacter	361177	G	26	24	50	0.00308
Porphyrobacter	1111	G	12	18	30	0.00187
Croceicoccus	1295327	G	1	2	3	0.00024
Qipengyuania	1855416	G	1	0	1	0.00009
Brevundimonas	41275	G	121	100	221	0.01353
Caulobacter	75	G	96	85	181	0.01107
Asticcacaulis	76890	G	42	58	100	0.00611
Phenylobacterium	20	G	8	15	23	0.00144
Azospirillum	191	G	33	28	61	0.00374
Thalassospira	168934	G	19	46	65	0.00398
Magnetospirillum	13134	G	14	3184	3198	0.19530
Rhodospirillum	1081	G	13	5	18	0.00115
Tistrella	171436	G	9	85	94	0.00577
Skermanella	204447	G	9	6	15	0.00092
Niveispirillum	1543704	G	9	11	20	0.00122
Indioceanicola	2478349	G	8	14	22	0.00140
Magnetospira	1182780	G	6	1	7	0.00045
Ferrovibrio	1231242	G	5	2	7	0.00046
Nitrospirillum	1543705	G	4	2	6	0.00042
Hypericibacter	2705399	G	3	0	3	0.00021
Pararhodospirillum	1612157	G	2	0	2	0.00017
Acetobacter	434	G	23	4	27	0.00166
Komagataeibacter	1434011	G	19	19	38	0.00237
Gluconobacter	441	G	11	3	14	0.00087
Gluconacetobacter	89583	G	8	5	13	0.00084
Asaia	91914	G	5	2	7	0.00048
Stella	93	G	3	1	4	0.00026
Granulibacter	364409	G	3	1	4	0.00026
Acidiphilium	522	G	2	2	4	0.00028
Roseomonas	125216	G	2	0	2	0.00012
Kozakia	153497	G	1	1	2	0.00013
Phreatobacter	1632780	G	10	16	26	0.00163
Micavibrio	213485	G	8	0	8	0.00052
Polymorphum	991903	G	5	19	24	0.00151
Candidatus Puniceispirillum	767891	G	3	1	4	0.00027
Emcibacter	1602338	G	19	9	28	0.00177
Parvularcula	208215	G	5	1	6	0.00039
Anaplasma	768	G	1	0	1	0.00006
Candidatus Nucleicultrix	1509243	G	1	0	1	0.00008
Alteromonas	226	G	1033	683	1716	0.10482
Marinobacter	2742	G	74	79	153	0.00940
Paraglaciecola	1621534	G	3	0	3	0.00023
Lacimicrobium	1751872	G	3	0	3	0.00023
Glaciecola	89404	G	2	0	2	0.00016
Salinimonas	288793	G	1	0	1	0.00011
Hydrocarboniclastica	2650549	G	1	0	1	0.00010
Saliniradius	2661818	G	1	0	1	0.00008
Shewanella	22	G	23	27	50	0.00308
Idiomarina	135575	G	5	1	6	0.00040
Colwellia	28228	G	1	0	1	0.00011
Thalassotalea	1518149	G	1	0	1	0.00011
Ferrimonas	44011	G	2	1	3	0.00019
Pseudoalteromonas	53246	G	1	0	1	0.00009
Moritella	58050	G	1	0	1	0.00009
Pseudomonas	286	G	238	287	525	0.03208
Permianibacter	1649479	G	1	0	1	0.00007
Oblitimonas	1849530	G	1	2	3	0.00022
Acinetobacter	469	G	33	73	106	0.00649
Psychrobacter	497	G	4	1	5	0.00032
Moraxella	475	G	3	4	7	0.00044
Enterobacter	547	G	10	37	47	0.00291
Klebsiella	570	G	7	81	88	0.00543
Escherichia	561	G	5	228	233	0.01429
Citrobacter	544	G	4	197	201	0.01229
Salmonella	590	G	3	5	8	0.00053
Cronobacter	413496	G	3	10	13	0.00081
Lelliottia	1330545	G	2	2	4	0.00028
Kosakonia	1330547	G	2	3	5	0.00034
Pseudescherichia	2055880	G	1	0	1	0.00008
Raoultella	160674	G	1	23	24	0.00148
Limnobaculum	2172100	G	1	1	2	0.00014
Gibbsiella	929812	G	1	0	1	0.00012
Serratia	613	G	8	18	26	0.00162
Yersinia	629	G	3	0	3	0.00018
Rouxiella	1565532	G	2	1	3	0.00020
Nissabacter	1964366	G	1	1	2	0.00014
Sodalis	84565	G	3	1	4	0.00028
Dickeya	204037	G	3	0	3	0.00018
Pectobacterium	122277	G	2	0	2	0.00012
Lonsdalea	1082702	G	2	3	5	0.00031
Xenorhabdus	626	G	4	4	8	0.00049
Morganella	581	G	3	13	16	0.00100
Photorhabdus	29487	G	3	0	3	0.00023
Providencia	586	G	1	7	8	0.00052
Pantoea	53335	G	3	3	6	0.00037
Tatumella	82986	G	1	0	1	0.00012
Mixta	2100764	G	1	1	2	0.00016
Leminorella	82980	G	2	1	3	0.00023
Pragia	82984	G	1	0	1	0.00012
Hafnia	568	G	1	0	1	0.00006
Obesumbacterium	82982	G	1	3	4	0.00026
Methylophaga	40222	G	70	151	221	0.01352
Thiomicrorhabdus	2039723	G	7	1	8	0.00051
Thiomicrospira	933	G	3	4	7	0.00048
Hydrogenovibrio	28884	G	2	0	2	0.00016
Xanthomonas	338	G	20	25	45	0.00280
Lysobacter	68	G	10	6	16	0.00104
Stenotrophomonas	40323	G	10	22	32	0.00200
Arenimonas	490567	G	3	2	5	0.00033
Xylella	2370	G	2	0	2	0.00015
Luteimonas	83614	G	2	1	3	0.00021
Pseudoxanthomonas	83618	G	1	1	2	0.00014
Thermomonas	141948	G	1	0	1	0.00011
Dokdonella	323413	G	3	2	5	0.00033
Ahniella	2233801	G	3	0	3	0.00021
Dyella	231454	G	2	1	3	0.00021
Rhodanobacter	75309	G	1	1	2	0.00014
Aerosticca	2707020	G	1	26	27	0.00169
Halomonas	2745	G	25	18	43	0.00265
Kushneria	504090	G	6	1	7	0.00045
Chromohalobacter	42054	G	2	0	2	0.00018
Pistricoccus	1897649	G	1	0	1	0.00008
Alcanivorax	59753	G	10	31	41	0.00251
Ketobacter	2025617	G	1	0	1	0.00010
Oleiphilus	141450	G	3	1	4	0.00030
Marinobacterium	48075	G	1	0	1	0.00008
Nitrincola	267849	G	1	1	2	0.00013
Kangiella	261963	G	2	0	2	0.00017
Hahella	158481	G	1	0	1	0.00008
Saccharospirillum	231683	G	1	0	1	0.00008
Thioalkalivibrio	106633	G	5	6	11	0.00070
Ectothiorhodospira	1051	G	4	1	5	0.00034
Acidihalobacter	1765964	G	3	4	7	0.00045
Spiribacter	1335745	G	2	0	2	0.00016
Halorhodospira	85108	G	1	0	1	0.00008
Alkalilimnicola	133193	G	1	6	7	0.00045
Nitrosococcus	1227	G	3	0	3	0.00020
Thiocystis	13724	G	3	0	3	0.00023
Allochromatium	85072	G	2	0	2	0.00018
Thiodictyon	53392	G	1	0	1	0.00007
Rheinheimera	67575	G	1	0	1	0.00009
Thermochromatium	85073	G	1	0	1	0.00008
Marichromatium	85076	G	1	0	1	0.00009
Sulfurivermis	2034504	G	4	43	47	0.00293
Granulosicoccus	437504	G	2	0	2	0.00013
Sulfuriflexus	1860077	G	1	0	1	0.00007
Halothiobacillus	109262	G	2	0	2	0.00018
Thiohalobacter	1273155	G	2	0	2	0.00018
Wenzhouxiangella	1676142	G	1	0	1	0.00007
Woeseia	1738655	G	1	0	1	0.00006
Vibrio	662	G	27	17	44	0.00269
Salinivibrio	51366	G	5	3	8	0.00053
Photobacterium	657	G	2	3	5	0.00036
Enterovibrio	188143	G	1	0	1	0.00006
Microbulbifer	48073	G	15	4	19	0.00118
Cellvibrio	10	G	8	1	9	0.00057
Halioglobus	1217416	G	7	1	8	0.00049
Kineobactrum	2678529	G	1	0	1	0.00007
Oceanicoccus	1084558	G	1	0	1	0.00007
Aeromonas	642	G	9	12	21	0.00134
Zobellella	347533	G	3	4	7	0.00046
Oceanimonas	129577	G	1	1	2	0.00016
Oceanisphaera	225143	G	1	0	1	0.00012
Methylomonas	416	G	5	0	5	0.00033
Methylococcus	413	G	3	1	4	0.00025
Methylomicrobium	39773	G	1	0	1	0.00007
Methylovulum	762296	G	1	0	1	0.00007
Pseudohongiella	1524249	G	2	1	3	0.00023
Sedimenticola	349742	G	1	0	1	0.00007
Candidatus Thioglobus	655184	G	1	0	1	0.00011
Candidatus Reidiella	2738850	G	1	0	1	0.00007
Actinobacillus	713	G	2	3	5	0.00035
Mannheimia	75984	G	1	1	2	0.00013
Aggregatibacter	416916	G	1	1	2	0.00017
Sulfurifustis	1692042	G	4	5	9	0.00058
Sinimarinibacterium	1861863	G	1	5	6	0.00039
Steroidobacter	469322	G	1	3	4	0.00026
Dichelobacter	869	G	1	3	4	0.00027
Immundisolibacter	1934947	G	1	1	2	0.00017
Burkholderia	32008	G	23	30	53	0.00329
Cupriavidus	106589	G	19	59	78	0.00482
Ralstonia	48736	G	11	32	43	0.00263
Paraburkholderia	1822464	G	6	13	19	0.00119
Pandoraea	93217	G	5	5	10	0.00062
Polynucleobacter	44013	G	2	0	2	0.00018
Mycetohabitans	2571159	G	1	0	1	0.00008
Variovorax	34072	G	10	13	23	0.00141
Acidovorax	12916	G	7	13	20	0.00127
Comamonas	283	G	6	32	38	0.00235
Rhodoferax	28065	G	3	1	4	0.00030
Hydrogenophaga	47420	G	2	10	12	0.00078
Polaromonas	52972	G	2	0	2	0.00015
Delftia	80865	G	2	33	35	0.00217
Alicycliphilus	201096	G	1	7	8	0.00055
Serpentinomonas	2490452	G	1	1	2	0.00016
Diaphorobacter	238749	G	1	0	1	0.00009
Bordetella	517	G	10	11	21	0.00131
Achromobacter	222	G	7	34	41	0.00256
Pusillimonas	305976	G	3	6	9	0.00056
Alcaligenes	507	G	2	3	5	0.00035
Pigmentiphaga	152267	G	1	0	1	0.00008
Advenella	290425	G	1	0	1	0.00006
Massilia	149698	G	11	9	20	0.00123
Collimonas	202907	G	4	2	6	0.00037
Herbaspirillum	963	G	3	1	4	0.00029
Janthinobacterium	29580	G	3	2	5	0.00033
Duganella	75654	G	2	1	3	0.00020
Undibacterium	401469	G	2	0	2	0.00016
Rubrivivax	28067	G	2	3	5	0.00036
Inhella	644355	G	2	2	4	0.00025
Roseateles	93681	G	1	2	3	0.00024
Methylovorus	81682	G	2	0	2	0.00012
Methylophilus	16	G	1	27	28	0.00176
Methylobacillus	404	G	1	3	4	0.00025
Methyloversatilis	378210	G	3	19	22	0.00138
Gallionella	96	G	1	0	1	0.00010
Candidatus Nitrotoga	453161	G	1	0	1	0.00009
Nitrosospira	35798	G	1	1	2	0.00014
Thiobacillus	919	G	1	1	2	0.00017
Azoarcus	12960	G	6	8	14	0.00090
Thauera	33057	G	4	35	39	0.00241
Azospira	146937	G	4	22	26	0.00164
Oryzomicrobium	1911577	G	1	0	1	0.00012
Dechloromonas	73029	G	2	1	3	0.00019
Chromobacterium	535	G	3	4	7	0.00046
Aquitalea	407217	G	3	3	6	0.00041
Vogesella	57739	G	1	1	2	0.00013
Chitinolyticbacter	1055692	G	2	1	3	0.00020
Neisseria	482	G	1	0	1	0.00006
Casimicrobium	2706000	G	4	22	26	0.00160
Melittangium	44	G	4	0	4	0.00030
Archangium	47	G	1	0	1	0.00007
Corallococcus	83461	G	3	0	3	0.00023
Sorangium	39643	G	2	0	2	0.00014
Minicystis	1649470	G	1	0	1	0.00006
Sandaracinus	1055688	G	1	0	1	0.00007
Labilithrix	1524217	G	1	0	1	0.00006
Haliangium	162027	G	5	0	5	0.00036
Pelobacter	18	G	4	1	5	0.00031
Desulfuromonas	890	G	2	0	2	0.00018
Geobacter	28231	G	2	1	3	0.00024
Desulfovibrio	872	G	4	1	5	0.00033
Pseudodesulfovibrio	2035811	G	1	0	1	0.00008
Desulfohalobium	45662	G	1	0	1	0.00006
Desulfobacter	2289	G	1	0	1	0.00007
Desulfatibacillum	218207	G	1	0	1	0.00006
Desulfobulbus	893	G	1	0	1	0.00007
Desulfopila	429014	G	1	0	1	0.00007
Desulfomonile	2357	G	1	0	1	0.00006
Helicobacter	209	G	1	0	1	0.00007
Wolinella	843	G	1	0	1	0.00007
Sulfurovum	265570	G	1	0	1	0.00007
Mariprofundus	377315	G	1	0	1	0.00007
Bdellovibrio	958	G	1	0	1	0.00006
Acidithiobacillus	119977	G	1	1	2	0.00017
Mycolicibacterium	1866885	G	13	4	17	0.00108
Mycobacterium	1763	G	12	7	19	0.00117
Mycobacteroides	670516	G	3	0	3	0.00021
Mycolicibacillus	2126281	G	1	0	1	0.00011
Rhodococcus	1827	G	7	10	17	0.00108
Nocardia	1817	G	3	2	5	0.00032
Corynebacterium	1716	G	11	12	23	0.00146
Gordonia	2053	G	5	5	10	0.00062
Tsukamurella	2060	G	1	0	1	0.00012
Streptomyces	1883	G	42	22	64	0.00393
Kitasatospora	2063	G	4	3	7	0.00047
Microbacterium	33882	G	4	0	4	0.00027
Pontimonas	1434032	G	3	0	3	0.00021
Salinibacterium	235888	G	2	0	2	0.00014
Curtobacterium	2034	G	1	0	1	0.00010
Microcella	337004	G	1	2	3	0.00020
Rathayibacter	33886	G	1	0	1	0.00009
Leucobacter	55968	G	1	0	1	0.00009
Arthrobacter	1663	G	7	5	12	0.00075
Glutamicibacter	1742989	G	2	1	3	0.00021
Micrococcus	1269	G	1	2	3	0.00020
Paenarthrobacter	1742992	G	1	4	5	0.00034
Pseudarthrobacter	1742993	G	1	0	1	0.00011
Janibacter	53457	G	1	1	2	0.00014
Serinicoccus	265976	G	1	1	2	0.00014
Dermabacter	36739	G	1	6	7	0.00045
Brachybacterium	43668	G	1	0	1	0.00008
Georgenia	154116	G	2	1	3	0.00024
Brevibacterium	1696	G	1	1	2	0.00015
Ruania	626119	G	1	0	1	0.00008
Actinoplanes	1865	G	5	0	5	0.00036
Plantactinospora	673534	G	3	0	3	0.00024
Micromonospora	1873	G	2	1	3	0.00018
Amycolatopsis	1813	G	4	1	5	0.00031
Pseudonocardia	1847	G	3	1	4	0.00027
Saccharopolyspora	1835	G	1	0	1	0.00009
Actinoalloteichus	65496	G	1	0	1	0.00006
Prauserella	142577	G	1	0	1	0.00007
Aeromicrobium	2040	G	4	1	5	0.00035
Nocardioides	1839	G	1	0	1	0.00009
Friedmanniella	53387	G	1	0	1	0.00009
Tessaracoccus	72763	G	1	0	1	0.00009
Cutibacterium	1912216	G	1	1	2	0.00016
Actinomadura	1988	G	4	1	5	0.00035
Streptosporangium	2000	G	2	0	2	0.00017
Nocardiopsis	2013	G	1	0	1	0.00009
Bifidobacterium	1678	G	4	0	4	0.00026
Frankia	1854	G	4	1	5	0.00031
Actinomyces	1654	G	2	0	2	0.00015
Schaalia	2529408	G	1	0	1	0.00008
Nakamurella	53460	G	2	0	2	0.00016
Blastococcus	38501	G	1	0	1	0.00010
Jiangella	281472	G	1	1	2	0.00012
Parolsenella	2082587	G	2	1	3	0.00020
Olsenella	133925	G	1	0	1	0.00006
Eggerthella	84111	G	1	1	2	0.00015
Rubrobacter	42255	G	3	0	3	0.00019
Egibacter	1747770	G	1	0	1	0.00007
Paenibacillus	44249	G	19	4	23	0.00142
Bacillus	1386	G	5	4	9	0.00058
Geobacillus	129337	G	1	0	1	0.00012
Solibacillus	648800	G	4	7	11	0.00068
Staphylococcus	1279	G	1	2	3	0.00020
Kyrpidia	1129704	G	1	0	1	0.00006
Lactobacillus	1578	G	4	4	8	0.00052
Streptococcus	1301	G	2	0	2	0.00018
Aerococcus	1375	G	1	0	1	0.00009
Clostridium	1485	G	2	0	2	0.00015
Hungatella	1649459	G	2	0	2	0.00013
Desulfotomaculum	1562	G	1	0	1	0.00010
Desulfitobacterium	36853	G	1	0	1	0.00009
Desulfosporosinus	79206	G	1	0	1	0.00008
Lachnoclostridium	1506553	G	2	2	4	0.00026
Eubacterium	1730	G	1	0	1	0.00008
Faecalibacterium	216851	G	1	2	3	0.00023
Moorella	44260	G	1	0	1	0.00006
Prochlorococcus	1218	G	8	1	9	0.00058
Synechococcus	1129	G	2	0	2	0.00013
Cyanobium	167375	G	1	0	1	0.00008
Halomicronema	170610	G	1	0	1	0.00007
Marinithermus	186191	G	6	0	6	0.00040
Deinococcus	1298	G	5	0	5	0.00035
Caldilinea	233191	G	3	0	3	0.00019
Sphaerobacter	2056	G	1	2	3	0.00018
Fermentimonas	1784836	G	5	0	5	0.00036
Prevotella	838	G	2	0	2	0.00018
Alistipes	239759	G	1	0	1	0.00007
Butyricimonas	574697	G	1	1	2	0.00013
Duncaniella	2518495	G	1	0	1	0.00006
Paludibacter	346096	G	1	0	1	0.00006
Labilibaculum	2060722	G	1	0	1	0.00007
Hymenobacter	89966	G	5	0	5	0.00031
Pontibacter	323449	G	1	0	1	0.00006
Rufibacter	1379908	G	1	0	1	0.00006
Spirosoma	107	G	3	0	3	0.00019
Chryseolinea	1433993	G	1	0	1	0.00006
Chitinophaga	79328	G	2	0	2	0.00012
Niastella	354354	G	1	0	1	0.00006
Panacibacter	1874621	G	1	0	1	0.00006
Capnocytophaga	1016	G	1	0	1	0.00006
Cellulophaga	104264	G	1	1	2	0.00014
Salinibacter	146918	G	2	0	2	0.00014
Sphingobacterium	28453	G	1	0	1	0.00007
Mucilaginibacter	423349	G	1	0	1	0.00006
Melioribacter	1134403	G	2	0	2	0.00017
Gemmatimonas	173479	G	1	17	18	0.00112
Planctopirus	1649480	G	2	0	2	0.00012
Crateriforma	2714592	G	1	0	1	0.00008
Roseimaritima	1579506	G	1	0	1	0.00008
Limnoglobus	2731450	G	1	0	1	0.00006
Singulisphaera	466152	G	1	0	1	0.00006
Limihaloglobus	2690160	G	1	0	1	0.00006
Verrucomicrobium	2735	G	3	0	3	0.00019
Luteolibacter	518753	G	1	0	1	0.00006
Opitutus	178440	G	2	0	2	0.00013
Nibricoccus	2576890	G	1	0	1	0.00006
Coraliomargarita	442430	G	1	0	1	0.00006
Kiritimatiella	1921784	G	1	0	1	0.00011
Candidatus Protochlamydia	282132	G	1	0	1	0.00006
Terriglobus	392733	G	1	0	1	0.00006
Granulicella	940557	G	1	0	1	0.00006
Acidisarcina	2608728	G	1	0	1	0.00006
Nitrospira	1234	G	2	0	2	0.00013
Aminomonas	81411	G	1	0	1	0.00007
Cloacibacillus	508459	G	1	2	3	0.00019
Leptotrichia	32067	G	1	0	1	0.00007
Desulfurispirillum	393029	G	1	1	2	0.00016
Halorubrum	56688	G	1	0	1	0.00006
Halohasta	1450140	G	1	2	3	0.00018
Haloplanus	376170	G	1	0	1	0.00006
Salinarchaeum	1269201	G	3	0	3	0.00018
Methanolobus	2220	G	1	0	1	0.00006
Methanopyrus	2319	G	1	0	1	0.00006
Candidatus Nitrosocosmicus	1826864	G	2	0	2	0.00012
Homo	9605	G	10	1	11	0.00069
