,PCA1,PCA2,experiment_sample,experiment,sample,PRO,ALT,culture,FL
28,-6.959477958905088,-0.5521502718528364,"e5, 20B",e5,20B,MIT0604,BS11,Co_Culture,0.21000000000000005
29,-4.5562193588661355,-1.7976531304416654,"e5, 20C",e5,20C,MIT0604,BS11,Co_Culture,0.3062923076923078
30,-7.541879041037488,-0.7448335947659614,"e5, 21B",e5,21B,MED4,ATCC,Co_Culture,0.30829230769230764
31,6.226789782069329,-5.107697377513738,"e5, 21C",e5,21C,MED4,ATCC,Co_Culture,0.6057999999999999
32,-6.630588535338887,1.4621531345188536,"e5, 22A",e5,22A,MIT9313,ATCC,Co_Culture,0.1778615384615386
33,-7.016722787852875,1.4781680604644967,"e5, 22B",e5,22B,MIT9313,ATCC,Co_Culture,0.16767692307692322
34,-6.815999531057201,1.4484112631799335,"e5, 22C",e5,22C,MIT9313,ATCC,Co_Culture,0.17050769230769247
35,-0.514551905979151,-3.6396282633831456,"e5, 23A",e5,23A,MIT9312,ATCC,Co_Culture,0.43510769230769236
36,-0.685123943051364,-2.825585361434126,"e5, 23C",e5,23C,MIT9312,ATCC,Co_Culture,0.42592307692307707
37,3.0046924343799657,-1.745136113585196,"e5, 24A",e5,24A,Natl2A,ATCC,Co_Culture,0.462046153846154
38,4.132681401713577,-0.916559527971922,"e5, 24B",e5,24B,Natl2A,ATCC,Co_Culture,0.4759846153846154
39,4.226734824269022,-1.867398079915135,"e5, 24C",e5,24C,Natl2A,ATCC,Co_Culture,0.5010461538461536
40,4.713559073141028,2.0053008843394493,"e5, 25C",e5,25C,MIT0604,ATCC,Co_Culture,0.439446153846154
41,-9.807854365058988,1.1600663780279965,"e5, 2A",e5,2A,MIT9313,1A3,Co_Culture,0.1092461538461538
42,-9.876224919779112,1.3705052251275385,"e5, 2C",e5,2C,MIT9313,1A3,Co_Culture,0.10444615384615379
43,4.776607227119108,-4.166825651681863,"e5, 3A",e5,3A,MIT9312,1A3,Co_Culture,0.5136923076923073
44,-3.611201448138148,-2.0599687790158185,"e5, 3B",e5,3B,MIT9312,1A3,Co_Culture,0.31740000000000007
45,3.3121272697753015,-4.389412180503542,"e5, 3C",e5,3C,MIT9312,1A3,Co_Culture,0.4969999999999998
46,2.3732768931237995,-1.592675961550378,"e5, 4A",e5,4A,Natl2A,1A3,Co_Culture,0.44430769230769235
47,5.949140761726966,-1.1337131697384457,"e5, 4B",e5,4B,Natl2A,1A3,Co_Culture,0.5207692307692308
48,-1.5272930588651457,-3.211356704438597,"e5, 4C",e5,4C,Natl2A,1A3,Co_Culture,0.4044153846153847
49,-0.5964527391784513,1.4259097052080925,"e5, 5A",e5,5A,MIT0604,1A3,Co_Culture,0.327446153846154
50,0.04733851524087989,1.3417179088355982,"e5, 5B",e5,5B,MIT0604,1A3,Co_Culture,0.33556923076923084
51,5.642428878298213,8.001055527833197,"e5, 5C",e5,5C,MIT0604,1A3,Co_Culture,0.40443076923076937
52,10.094083660596938,-6.338379684544498,"e5, 6A",e5,6A,MED4,DE,Co_Culture,0.7197692307692309
53,-1.4238136065138818,-3.676771291467271,"e5, 6B",e5,6B,MED4,DE,Co_Culture,0.4552153846153845
54,3.4506148538865404,-5.3336645214898875,"e5, 6C",e5,6C,MED4,DE,Co_Culture,0.5760153846153845
55,-6.707848258222013,1.100711027852413,"e5, 7A",e5,7A,MIT9313,DE,Co_Culture,0.18513846153846164
56,-8.028960885013971,0.5815076359149335,"e5, 7B",e5,7B,MIT9313,DE,Co_Culture,0.1627538461538462
57,-9.231194739212192,1.5424504226794284,"e5, 7C",e5,7C,MIT9313,DE,Co_Culture,0.11956923076923068
58,-4.575902659172681,-1.8683236289392406,"e5, 8A",e5,8A,MIT9312,DE,Co_Culture,0.31238461538461554
59,3.137480587803614,-2.7214505109973137,"e5, 8B",e5,8B,MIT9312,DE,Co_Culture,0.46963076923076935
60,0.6364077890611306,-3.3811856522037345,"e5, 8C",e5,8C,MIT9312,DE,Co_Culture,0.4193076923076924
61,-4.883033536457673,-1.7550523158451197,"e5, 9A",e5,9A,Natl2A,DE,Co_Culture,0.30847692307692315
62,9.159650558582047,-0.6308185519140402,"e5, 9B",e5,9B,Natl2A,DE,Co_Culture,0.586784615384615
63,10.612065741438709,2.199069844082606,"e5, 9C",e5,9C,Natl2A,DE,Co_Culture,0.6120923076923077
