,PCA1,PCA2,experiment_sample,experiment,sample,PRO,ALT,culture,FL
0,3.647006380816665,0.25079039453079127,"e3, 10A",e3,10A,MIT0604,DE,Co_Culture,0.4231772151898733
1,2.7227048178698956,-0.18365809626665433,"e3, 10B",e3,10B,MIT0604,DE,Co_Culture,0.39815189873417717
2,2.869164350437798,0.6941083765636262,"e3, 10C",e3,10C,MIT0604,DE,Co_Culture,0.4019367088607595
3,8.616892078256202,-4.708682897734986,"e3, 11A",e3,11A,MED4,DE1,Co_Culture,0.56779746835443
4,8.219934507027475,-4.339866381008431,"e3, 11B",e3,11B,MED4,DE1,Co_Culture,0.5199620253164557
5,7.3860393235465445,-4.4945955007279945,"e3, 11C",e3,11C,MED4,DE1,Co_Culture,0.5442911392405059
6,-12.749480250005213,-0.15240757699367585,"e3, 12A",e3,12A,MIT9313,DE1,Co_Culture,0.09983544303797459
7,-13.038967974313172,0.17532658069351084,"e3, 12B",e3,12B,MIT9313,DE1,Co_Culture,0.0950253164556961
8,-10.460303377951101,-0.44287662106939074,"e3, 12C",e3,12C,MIT9313,DE1,Co_Culture,0.14456962025316486
9,6.789493782942022,-0.38436934168597603,"e3, 13A",e3,13A,MIT9312,DE1,Co_Culture,0.48550632911392366
10,9.025151228768548,-0.9839759423720863,"e3, 13B",e3,13B,MIT9312,DE1,Co_Culture,0.5284810126582272
11,7.965735966413425,-0.36841101443579904,"e3, 13C",e3,13C,MIT9312,DE1,Co_Culture,0.5014303797468349
12,0.5765611737890315,-1.5307451950936153,"e3, 14A",e3,14A,Natl2A,DE1,Co_Culture,0.4274936708860761
13,0.793135752841826,-0.6634513425912987,"e3, 14B",e3,14B,Natl2A,DE1,Co_Culture,0.4035696202531646
14,4.0260767432931654,-1.5460120373184099,"e3, 14C",e3,14C,Natl2A,DE1,Co_Culture,0.4919873417721517
15,-3.0583990781258543,-0.4998323150577093,"e3, 15A",e3,15A,MIT0604,DE1,Co_Culture,0.26145569620253173
16,-4.146509224829471,-0.5512178023731488,"e3, 15B",e3,15B,MIT0604,DE1,Co_Culture,0.2396708860759493
17,-3.6302824448763835,-1.262672516006501,"e3, 15C",e3,15C,MIT0604,DE1,Co_Culture,0.2537341772151899
18,7.360279716987814,-3.1134842211878793,"e3, 16A",e3,16A,MED4,BS11,Co_Culture,0.5348607594936707
19,5.279715088567156,-2.5250684647126316,"e3, 16B",e3,16B,MED4,BS11,Co_Culture,0.48103797468354415
20,-11.917502438957543,-0.34173373900008436,"e3, 17A",e3,17A,MIT9313,BS11,Co_Culture,0.11927848101265838
21,-7.8741169584705695,-0.34040793501328326,"e3, 17B",e3,17B,MIT9313,BS11,Co_Culture,0.20264556962025326
22,-10.087763225009695,-0.009370156399166335,"e3, 17C",e3,17C,MIT9313,BS11,Co_Culture,0.14088607594936742
23,7.596710348016366,0.5964978280180869,"e3, 18A",e3,18A,MIT9312,BS11,Co_Culture,0.5213164556962028
24,22.001872972520093,-2.9661964984385225,"e3, 18B",e3,18B,MIT9312,BS11,Co_Culture,0.7973037974683541
25,19.162733629874623,-0.48216937216941697,"e3, 18C",e3,18C,MIT9312,BS11,Co_Culture,0.75373417721519
26,12.60704967866237,4.565418742172924,"e3, 19A",e3,19A,Natl2A,BS11,Co_Culture,0.673632911392405
27,10.698587003768491,3.059913406845854,"e3, 19B",e3,19B,Natl2A,BS11,Co_Culture,0.5984303797468352
28,5.431517055069767,6.8563969982423965,"e3, 19C",e3,19C,Natl2A,BS11,Co_Culture,0.4788734177215189
29,-1.9138891475896926,-1.8905768945756782,"e3, 1A",e3,1A,MED4,1A3,Co_Culture,0.32482278481012683
30,-1.1316998721903453,-2.3389922570660575,"e3, 1B",e3,1B,MED4,1A3,Co_Culture,0.33631645569620267
31,2.3876144371990855,-3.239683177081287,"e3, 1C",e3,1C,MED4,1A3,Co_Culture,0.3947215189873419
32,3.6844119465317275,1.5684365971728373,"e3, 20A",e3,20A,MIT0604,BS11,Co_Culture,0.35311392405063297
33,0.12720579038117313,2.053650562584709,"e3, 20B",e3,20B,MIT0604,BS11,Co_Culture,0.2956329113924051
34,-1.5459073361853815,3.8692536191814937,"e3, 20C",e3,20C,MIT0604,BS11,Co_Culture,0.29773417721519
35,13.157595782137891,0.9137136467836079,"e3, 21C",e3,21C,MED4,ATCC,Co_Culture,0.6168860759493667
36,-10.916616474051086,-0.000639423672277326,"e3, 22A",e3,22A,MIT9313,ATCC,Co_Culture,0.14289873417721535
37,-10.563014056129525,0.4135982011073791,"e3, 22B",e3,22B,MIT9313,ATCC,Co_Culture,0.14244303797468372
38,-10.225988998960009,-0.05087940570848334,"e3, 22C",e3,22C,MIT9313,ATCC,Co_Culture,0.1581012658227849
39,7.854876247720421,1.6126605302578305,"e3, 23A",e3,23A,MIT9312,ATCC,Co_Culture,0.5606835443037976
40,8.549629674025812,0.29170122592325903,"e3, 23B",e3,23B,MIT9312,ATCC,Co_Culture,0.5463291139240504
41,6.231543837746354,1.2313181124907486,"e3, 23C",e3,23C,MIT9312,ATCC,Co_Culture,0.5080506329113921
42,3.737952004353384,6.133375976939425,"e3, 24A",e3,24A,Natl2A,ATCC,Co_Culture,0.44987341772151873
43,0.9169138310576125,4.53778778330525,"e3, 24B",e3,24B,Natl2A,ATCC,Co_Culture,0.37584810126582296
44,1.2769369614657669,1.4038529948541711,"e3, 24C",e3,24C,Natl2A,ATCC,Co_Culture,0.40841772151898736
45,-8.376054726552443,2.0873565994025705,"e3, 25C",e3,25C,MIT0604,ATCC,Co_Culture,0.22154430379746834
46,-12.465704462418712,-0.6777214122076595,"e3, 2A",e3,2A,MIT9313,1A3,Co_Culture,0.11720253164556983
47,-12.70903000604028,-0.5941941298599057,"e3, 2B",e3,2B,MIT9313,1A3,Co_Culture,0.10969620253164564
48,-13.195625849231904,-0.40977626774323367,"e3, 2C",e3,2C,MIT9313,1A3,Co_Culture,0.0987088607594936
49,1.0042533045959503,-1.5548771867259876,"e3, 3A",e3,3A,MIT9312,1A3,Co_Culture,0.39289873417721527
50,3.3359510593356223,-1.1988980244335388,"e3, 3B",e3,3B,MIT9312,1A3,Co_Culture,0.40199999999999997
51,4.983845917605253,-2.553666942167636,"e3, 3C",e3,3C,MIT9312,1A3,Co_Culture,0.4582784810126578
52,-1.4987362177881876,2.0984340621873985,"e3, 4A",e3,4A,Natl2A,1A3,Co_Culture,0.32778481012658217
53,-3.3974577289461516,0.008007792788454681,"e3, 4B",e3,4B,Natl2A,1A3,Co_Culture,0.27406329113924066
54,-1.7463862843755096,-0.049397811919773306,"e3, 4C",e3,4C,Natl2A,1A3,Co_Culture,0.32268354430379736
55,-8.138433788297963,0.09373291128274494,"e3, 5A",e3,5A,MIT0604,1A3,Co_Culture,0.22079746835443045
56,-8.496674622981603,0.4501905768300394,"e3, 5B",e3,5B,MIT0604,1A3,Co_Culture,0.20420253164556965
57,-5.306714535451811,0.41835360764620555,"e3, 5C",e3,5C,MIT0604,1A3,Co_Culture,0.26164556962025326
58,4.542405629684502,-1.5746977274212455,"e3, 6A",e3,6A,MED4,DE,Co_Culture,0.46330379746835404
59,2.1213896037686557,-1.731785603922258,"e3, 6B",e3,6B,MED4,DE,Co_Culture,0.4101392405063289
60,2.335753121085442,-2.2769306717133424,"e3, 6C",e3,6C,MED4,DE,Co_Culture,0.43017721518987334
61,-12.103252056221951,-0.3234434636085627,"e3, 7A",e3,7A,MIT9313,DE,Co_Culture,0.12275949367088622
62,-12.532207168811023,0.3223412364035371,"e3, 7B",e3,7B,MIT9313,DE,Co_Culture,0.10401265822784807
63,-13.037227352246191,-0.01517752447545746,"e3, 7C",e3,7C,MIT9313,DE,Co_Culture,0.10440506329113919
64,-2.493431752250919,-0.3640498556211589,"e3, 8A",e3,8A,MIT9312,DE,Co_Culture,0.31950632911392424
65,-2.0109598973662313,-1.801043969741849,"e3, 8B",e3,8B,MIT9312,DE,Co_Culture,0.33187341772151907
66,-3.541198322033439,-1.2878234695888702,"e3, 8C",e3,8C,MIT9312,DE,Co_Culture,0.31287341772151905
67,3.5063776819456223,7.034062654313237,"e3, 9A",e3,9A,Natl2A,DE,Co_Culture,0.4462151898734175
