,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,experiment_sample,experiment,sample,PRO,ALT,culture,FL
0,2.5684593190601475,-2.2150376138135153,0.4338512772531781,-1.3204790620434839,0.43319392252373745,-0.06312772934293927,"e1, 10A",e1,10A,MIT0604,DE,Co_Culture,0.7449318181818181
1,1.6399416036341725,-2.4881532798142922,-0.06432014970256429,-1.349126830463821,0.5957002514958485,-0.15314236608048437,"e1, 10B",e1,10B,MIT0604,DE,Co_Culture,0.8012840909090909
2,2.6477061099212826,-2.1603699104738063,0.6017878825438825,-1.17807334864605,0.6423544448127148,-0.1942806508070737,"e1, 10C",e1,10C,MIT0604,DE,Co_Culture,0.7369318181818181
3,-3.319632563114153,-0.740389451428014,2.9837713296383526,-0.4003488204948397,0.34049771813948604,0.6583166474278932,"e1, 11A",e1,11A,MED4,DE1,Co_Culture,0.8888636363636363
4,-1.5746985128134536,-0.004453250634328466,3.4587835285464092,0.47103104336790375,0.4208417329306615,0.424428726219374,"e1, 11B",e1,11B,MED4,DE1,Co_Culture,0.8245340909090906
5,-3.465679838418,-0.36014653094362303,2.9573367130716566,-0.22552575182285092,0.031568170501025054,0.503519535322685,"e1, 11C",e1,11C,MED4,DE1,Co_Culture,0.8985909090909087
6,15.237087637687496,-0.5110337913091986,-0.652387815794038,0.03351291448132669,-0.8372356260526553,-0.2804428969910226,"e1, 12A",e1,12A,MIT9313,DE1,Co_Culture,0.214659090909091
7,15.393875624072187,-0.290495299547324,-0.3460073175010317,0.3882854054992213,-0.4219476769468843,0.049601609568614057,"e1, 12B",e1,12B,MIT9313,DE1,Co_Culture,0.20738636363636367
8,15.125987844254613,-0.3842223460223384,-0.6429893893172908,0.2538202968153443,-0.47776738025326043,0.03395160929379484,"e1, 12C",e1,12C,MIT9313,DE1,Co_Culture,0.2261136363636365
9,-4.475925775837906,-1.4549410619595389,-1.1530348707724183,-0.16362592912967505,-0.46059121706045997,0.05891677445705829,"e1, 13A",e1,13A,MIT9312,DE1,Co_Culture,1.0605454545454547
10,-6.5603049500367625,-0.4796400958800592,-0.7300192206555131,1.219140010204067,-1.0247567486359204,-0.3829394547046164,"e1, 13B",e1,13B,MIT9312,DE1,Co_Culture,1.1480454545454544
11,-2.74669698867888,-0.5666887262193778,0.30377352792170637,0.8765499247713637,-0.8991578863898159,-0.527150949421536,"e1, 13C",e1,13C,MIT9312,DE1,Co_Culture,0.9597500000000001
12,0.13363760893355056,4.216134127719031,0.9730327323024249,-0.2502581814095175,-0.018932000360889663,0.026905376746461054,"e1, 14A",e1,14A,Natl2A,DE1,Co_Culture,0.9831477272727273
13,-4.818090241445728,4.955204960143876,-0.18696089821376502,-0.27902609961048014,0.29621583779608684,0.19899270798658467,"e1, 14B",e1,14B,Natl2A,DE1,Co_Culture,1.2432386363636363
