,PCA1,PCA2,experiment_sample,experiment,sample,PRO,ALT,culture,FL
0,-2.723802929461262,4.915061377040545,"e5, 10A",e5,10A,MIT0604,DE,Co_Culture,0.35581538461538464
1,-3.0666907890290247,4.4047966121821975,"e5, 10B",e5,10B,MIT0604,DE,Co_Culture,0.35278461538461525
2,-1.2428969578751083,8.58290279753951,"e5, 10C",e5,10C,MIT0604,DE,Co_Culture,0.37918461538461534
3,5.077448724502567,-2.8615538860535956,"e5, 11A",e5,11A,MED4,DE1,Co_Culture,0.5181692307692303
4,2.394094510392166,-2.7004973957496055,"e5, 11B",e5,11B,MED4,DE1,Co_Culture,0.3284923076923077
5,-1.4618351715689264,-0.6163889913006816,"e5, 11C",e5,11C,MED4,DE1,Co_Culture,0.11406153846153846
6,-5.411036536233212,-2.040174779075654,"e5, 12A",e5,12A,MIT9313,DE1,Co_Culture,0.11075384615384606
7,-5.446762250016162,-1.7875776145912026,"e5, 12B",e5,12B,MIT9313,DE1,Co_Culture,0.1609230769230771
8,-5.384845313338882,-1.7165057722902286,"e5, 12C",e5,12C,MIT9313,DE1,Co_Culture,0.14066153846153864
9,5.708854584777226,-2.6413964367728813,"e5, 13B",e5,13B,MIT9312,DE1,Co_Culture,0.42487692307692315
10,5.057926400341539,-3.090836510032645,"e5, 13C",e5,13C,MIT9312,DE1,Co_Culture,0.5561692307692307
11,3.5620391152116095,5.431080789150744,"e5, 14A",e5,14A,Natl2A,DE1,Co_Culture,0.6423230769230769
12,4.208505599141877,5.453109454561395,"e5, 14B",e5,14B,Natl2A,DE1,Co_Culture,0.6466
13,2.818440130742764,3.41291561103569,"e5, 14C",e5,14C,Natl2A,DE1,Co_Culture,0.5677384615384614
14,-5.316313335526689,5.910434665710442,"e5, 15A",e5,15A,MIT0604,DE1,Co_Culture,0.34944615384615385
15,-5.044318847305635,4.877481827939838,"e5, 15B",e5,15B,MIT0604,DE1,Co_Culture,0.3217692307692307
16,-5.209634688323667,10.165937538002185,"e5, 15C",e5,15C,MIT0604,DE1,Co_Culture,0.3370923076923078
17,10.120587991166895,1.0284276150454186,"e5, 16B",e5,16B,MED4,BS11,Co_Culture,0.34193846153846147
18,-5.419502784746993,-2.139467555891274,"e5, 17A",e5,17A,MIT9313,BS11,Co_Culture,0.1122615384615384
19,-5.040610770583436,-1.7435604925318569,"e5, 17B",e5,17B,MIT9313,BS11,Co_Culture,0.19507692307692312
20,-5.633650701261161,-1.7526954978242606,"e5, 17C",e5,17C,MIT9313,BS11,Co_Culture,0.1303692307692308
21,-1.6221920538961327,-3.0362910780042864,"e5, 18A",e5,18A,MIT9312,BS11,Co_Culture,0.4746461538461539
22,2.8410014611167065,-3.5949002737462155,"e5, 18B",e5,18B,MIT9312,BS11,Co_Culture,0.5672153846153841
23,5.783994849850267,-3.0488002066649007,"e5, 18C",e5,18C,MIT9312,BS11,Co_Culture,0.6159076923076922
24,6.720824716235377,7.681584783860532,"e5, 19A",e5,19A,Natl2A,BS11,Co_Culture,0.7010461538461538
25,2.7302202412446888,2.6870917250120443,"e5, 19B",e5,19B,Natl2A,BS11,Co_Culture,0.6261230769230766
26,-1.635328878514233,0.45666687553377916,"e5, 19C",e5,19C,Natl2A,BS11,Co_Culture,0.4940769230769229
27,7.162872272875792,1.8683079398791718,"e5, 1C",e5,1C,MED4,1A3,Co_Culture,0.2558307692307693
28,-3.404731375969725,-2.6474684498900896,"e5, 20B",e5,20B,MIT0604,BS11,Co_Culture,0.21000000000000005
29,0.6801484672791163,-0.14382175419007764,"e5, 20C",e5,20C,MIT0604,BS11,Co_Culture,0.3062923076923078
30,11.240271431160192,3.528210979509816,"e5, 21B",e5,21B,MED4,ATCC,Co_Culture,0.30829230769230764
31,5.696367048249986,-2.538368696333095,"e5, 21C",e5,21C,MED4,ATCC,Co_Culture,0.6057999999999999
32,-5.321959151919427,-1.2412590505436374,"e5, 22A",e5,22A,MIT9313,ATCC,Co_Culture,0.1778615384615386
33,-5.504438851604217,-1.247781031665375,"e5, 22B",e5,22B,MIT9313,ATCC,Co_Culture,0.16767692307692322
34,-5.726083290172668,-1.1112825964097148,"e5, 22C",e5,22C,MIT9313,ATCC,Co_Culture,0.17050769230769247
35,2.901149035631454,-2.32948360296793,"e5, 23A",e5,23A,MIT9312,ATCC,Co_Culture,0.43510769230769236
36,2.396023359916874,-1.8632048122547196,"e5, 23C",e5,23C,MIT9312,ATCC,Co_Culture,0.42592307692307707
37,-0.3023437682318421,-0.996646414272554,"e5, 24A",e5,24A,Natl2A,ATCC,Co_Culture,0.462046153846154
38,-0.5026596042820438,-0.3777388815934378,"e5, 24B",e5,24B,Natl2A,ATCC,Co_Culture,0.4759846153846154
39,0.9761031501857621,-0.7712691233027297,"e5, 24C",e5,24C,Natl2A,ATCC,Co_Culture,0.5010461538461536
40,-2.4441432480385505,2.807983423745057,"e5, 25C",e5,25C,MIT0604,ATCC,Co_Culture,0.439446153846154
41,-5.343266585478751,-2.155818767585891,"e5, 2A",e5,2A,MIT9313,1A3,Co_Culture,0.1092461538461538
42,-5.519666424793125,-2.0297323546223835,"e5, 2C",e5,2C,MIT9313,1A3,Co_Culture,0.10444615384615379
43,-0.8034541893145543,-4.047413160342706,"e5, 3A",e5,3A,MIT9312,1A3,Co_Culture,0.5136923076923073
44,-0.9238928410120542,-2.7928830299080736,"e5, 3B",e5,3B,MIT9312,1A3,Co_Culture,0.31740000000000007
