experiment_sample,0.0,0.88,1.92,5.11,5.91,7.1,7.86,8.8,11.88,12.89,14.99,15.87,19.97,20.88,21.87,23.0,25.9,27.91,28.84,29.83,32.86,33.95,35.94,36.89,39.84,41.87,42.82,44.16,46.87,48.95,51.1,54.95,56.83,57.87,61.86,62.94,65.08,67.85,69.01,70.75,71.78,75.78,76.94,77.86,82.79,83.85,84.82,85.84,88.86,89.84,91.08,92.9,95.81,96.8,97.87,99.74,102.75,104.03,105.07,106.98,109.77,110.92,112.85,116.92,120.9
"e5, 10A",0.05,0.05,0.05,0.05,0.065,0.11,0.05,0.10800000000000001,0.33299999999999996,0.415,0.9490000000000001,1.122,3.083,2.315,2.1430000000000002,1.9180000000000001,0.8959999999999999,0.38799999999999996,0.32899999999999996,0.271,0.319,0.24100000000000002,0.207,0.305,0.22,0.268,0.293,0.249,0.322,0.284,0.35700000000000004,0.225,0.28,0.23399999999999999,0.244,0.21100000000000002,0.204,0.18100000000000002,0.222,0.205,0.18100000000000002,0.16899999999999998,0.182,0.187,0.177,0.171,0.159,0.196,0.17,0.187,0.171,0.18899999999999997,0.136,0.127,0.07,0.11199999999999999,0.11800000000000001,0.11599999999999999,0.121,0.052000000000000005,0.079,0.084,0.084,0.05,0.07400000000000001
"e5, 10B",0.05,0.05,0.05,0.051,0.05,0.106,0.08800000000000001,0.138,0.342,0.47700000000000004,0.887,1.1,3.08,2.286,2.001,1.858,0.8220000000000001,0.48200000000000004,0.312,0.354,0.41,0.289,0.275,0.31,0.28800000000000003,0.293,0.309,0.318,0.28800000000000003,0.297,0.33899999999999997,0.252,0.22,0.255,0.17800000000000002,0.13699999999999998,0.153,0.168,0.19399999999999998,0.233,0.228,0.155,0.177,0.153,0.196,0.13,0.152,0.205,0.17800000000000002,0.166,0.129,0.153,0.111,0.08900000000000001,0.14400000000000002,0.11900000000000001,0.07,0.08800000000000001,0.086,0.08900000000000001,0.083,0.08,0.06,0.05,0.05
"e5, 10C",0.05,0.05,0.05,0.05,0.087,0.09699999999999999,0.10099999999999999,0.12,0.41200000000000003,0.535,1.192,1.374,2.52,2.048,2.187,1.931,0.5660000000000001,0.32899999999999996,0.355,0.384,0.363,0.272,0.289,0.28600000000000003,0.248,0.36200000000000004,0.271,0.332,0.33299999999999996,0.39399999999999996,0.385,0.33399999999999996,0.24600000000000002,0.262,0.263,0.244,0.17800000000000002,0.27399999999999997,0.251,0.272,0.26,0.21,0.22699999999999998,0.214,0.196,0.20600000000000002,0.18600000000000003,0.218,0.21100000000000002,0.252,0.187,0.222,0.19399999999999998,0.14800000000000002,0.195,0.162,0.153,0.107,0.135,0.08800000000000001,0.141,0.10400000000000001,0.127,0.099,0.10800000000000001
"e5, 11A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.111,0.129,0.20800000000000002,0.318,0.7559999999999999,1.192,1.722,2.287,4.272,3.487,2.645,1.33,1.205,1.2109999999999999,1.01,0.9890000000000001,0.9209999999999999,1.0170000000000001,0.909,0.7659999999999999,0.895,0.434,0.466,0.489,0.293,0.226,0.326,0.385,0.321,0.345,0.27899999999999997,0.336,0.22399999999999998,0.239,0.256,0.166,0.083,0.055999999999999994,0.05,0.055999999999999994,0.05,0.05,0.05,0.061,0.05
"e5, 11B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.069,0.11,0.147,0.195,0.45399999999999996,0.784,1.298,2.969,2.661,1.876,0.9540000000000001,0.879,0.589,0.5760000000000001,0.6,0.596,0.8059999999999999,0.5329999999999999,0.604,0.544,0.256,0.245,0.267,0.268,0.247,0.29100000000000004,0.209,0.18,0.078,0.10300000000000001,0.145,0.095,0.05,0.083,0.08,0.05,0.06,0.05,0.05,0.05,0.05
"e5, 11C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.066,0.05,0.06,0.07400000000000001,0.084,0.129,0.154,0.201,0.268,0.285,0.23199999999999998,0.313,0.37200000000000005,0.39299999999999996,0.302,0.23,0.249,0.27,0.212,0.242,0.244,0.256,0.20600000000000002,0.13699999999999998,0.17,0.11800000000000001,0.08800000000000001,0.10300000000000001,0.051,0.08,0.051,0.05,0.07400000000000001,0.05,0.05
"e5, 12A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.06,0.106,0.188,0.262,0.34700000000000003,0.752,0.738,0.433,0.433,0.20600000000000002,0.10099999999999999,0.11900000000000001,0.134,0.207,0.16899999999999998,0.14300000000000002,0.12300000000000001,0.153,0.11800000000000001,0.059000000000000004,0.055,0.084,0.05,0.05,0.05,0.06,0.051,0.05,0.05,0.05,0.05,0.05,0.05,0.07400000000000001,0.05,0.05,0.06,0.05,0.05,0.052000000000000005,0.05,0.061,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e5, 12B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09300000000000001,0.10800000000000001,0.20800000000000002,0.45,0.622,1.031,1.462,0.79,0.613,0.302,0.316,0.19899999999999998,0.158,0.149,0.213,0.218,0.21,0.20800000000000002,0.261,0.19399999999999998,0.18,0.073,0.129,0.09,0.065,0.07,0.061,0.05,0.066,0.061,0.05,0.05,0.065,0.05,0.05,0.05,0.07400000000000001,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.065,0.055999999999999994,0.05,0.05,0.05,0.05
"e5, 12C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.106,0.075,0.087,0.312,0.436,0.703,1.141,0.623,0.602,0.46,0.355,0.138,0.18,0.114,0.18,0.198,0.124,0.11900000000000001,0.205,0.22899999999999998,0.179,0.087,0.156,0.107,0.08,0.087,0.05,0.08,0.057,0.08,0.05,0.069,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.05,0.051,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.055,0.055999999999999994
