experiment_sample,0.0,2.6,3.87,4.91,6.86,9.61,10.76,11.85,12.7,13.84,16.76,18.64,20.74,23.69,24.76,25.91,27.71,30.59,33.62,34.71,37.59,38.71,39.66,41.63,44.61,46.67,48.78,51.74,53.69,55.58,58.7,61.55,65.67,66.66,69.7,72.64,74.66,75.69,79.67,80.78,83.85,86.71,88.73,90.66,93.68,95.69,100.68,103.59,107.86,110.68,114.58,116.71,117.72,122.76
"e6, 10A",0.05,0.05,0.05,0.05,0.06,0.08800000000000001,0.135,0.127,0.278,0.475,1.9280000000000002,1.155,0.8220000000000001,0.711,0.486,0.54,0.428,0.5820000000000001,0.34,0.377,0.228,0.307,0.26899999999999996,0.278,0.20600000000000002,0.257,0.248,0.21,0.16399999999999998,0.16899999999999998,0.23399999999999999,0.23600000000000002,0.18100000000000002,0.20600000000000002,0.15,0.149,0.16899999999999998,0.155,0.14300000000000002,0.122,0.084,0.134,0.17600000000000002,0.14,0.107,0.12,0.09300000000000001,0.096,0.05,0.05,0.083,0.05,0.078,0.05
"e6, 10B",0.05,0.05,0.05,0.05,0.05,0.10400000000000001,0.10300000000000001,0.21,0.27899999999999997,0.516,2.127,1.235,0.9229999999999999,0.624,0.43700000000000006,0.49700000000000005,0.414,0.5870000000000001,0.265,0.373,0.233,0.321,0.26,0.307,0.25,0.32299999999999995,0.33,0.284,0.213,0.228,0.308,0.226,0.282,0.27,0.225,0.183,0.16399999999999998,0.172,0.19399999999999998,0.10800000000000001,0.09300000000000001,0.125,0.129,0.129,0.084,0.09699999999999999,0.135,0.069,0.083,0.098,0.10300000000000001,0.05,0.051,0.05
"e6, 10C",0.05,0.05,0.05,0.05,0.05,0.051,0.078,0.16,0.214,0.376,1.719,1.306,1.165,0.7929999999999999,0.5489999999999999,0.568,0.474,0.675,0.35,0.4,0.268,0.326,0.28300000000000003,0.31,0.306,0.29600000000000004,0.28,0.314,0.215,0.195,0.26899999999999996,0.242,0.258,0.262,0.16399999999999998,0.221,0.209,0.17800000000000002,0.198,0.18600000000000003,0.14400000000000002,0.157,0.198,0.12300000000000001,0.149,0.08900000000000001,0.134,0.086,0.073,0.083,0.051,0.078,0.079,0.05
"e6, 11A",0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.052000000000000005,0.098,0.27899999999999997,0.93,1.305,1.5190000000000001,1.642,0.946,0.845,0.7390000000000001,0.7490000000000001,0.526,0.46399999999999997,0.36200000000000004,0.413,0.741,0.603,0.485,0.423,0.17600000000000002,0.19899999999999998,0.121,0.155,0.18,0.127,0.084,0.09300000000000001,0.17,0.12,0.10300000000000001,0.06,0.07400000000000001,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 11B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.065,0.05,0.099,0.084,0.19899999999999998,0.507,0.85,1.9040000000000001,2.182,1.4040000000000001,1.3780000000000001,0.9259999999999999,0.787,0.524,0.405,0.507,0.525,0.795,0.8340000000000001,0.537,0.493,0.109,0.107,0.135,0.05,0.20199999999999999,0.165,0.075,0.09699999999999999,0.11900000000000001,0.122,0.09699999999999999,0.09300000000000001,0.09699999999999999,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 11C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.083,0.127,0.184,0.307,0.764,1.925,2.9,1.459,1.675,1.032,0.965,0.691,0.639,0.38,0.341,0.32,0.358,0.535,0.48100000000000004,0.401,0.358,0.223,0.142,0.158,0.159,0.231,0.10800000000000001,0.121,0.10099999999999999,0.128,0.134,0.084,0.055999999999999994,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 12A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.071,0.154,0.305,0.622,0.948,0.304,0.174,0.098,0.055,0.098,0.065,0.051,0.165,0.158,0.126,0.165,0.11699999999999999,0.09300000000000001,0.061,0.10300000000000001,0.06,0.061,0.065,0.05,0.05,0.05,0.052000000000000005,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.05,0.05,0.05,0.059000000000000004
"e6, 12B",0.057,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055,0.055999999999999994,0.05,0.05,0.062,0.065,0.152,0.265,0.937,0.852,0.521,0.527,0.405,0.376,0.33799999999999997,0.271,0.255,0.213,0.213,0.126,0.12,0.154,0.107,0.11199999999999999,0.084,0.09300000000000001,0.092,0.094,0.05,0.055999999999999994,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.05,0.06,0.05
"e6, 12C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.052000000000000005,0.05,0.069,0.07400000000000001,0.141,0.215,0.609,1.4680000000000002,0.882,0.461,0.316,0.223,0.165,0.092,0.08,0.11699999999999999,0.094,0.126,0.107,0.17300000000000001,0.12300000000000001,0.11800000000000001,0.11199999999999999,0.11199999999999999,0.07,0.05,0.055999999999999994,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.05,0.05,0.05
"e6, 13A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.055999999999999994,0.231,0.32899999999999996,0.441,0.972,2.398,1.6909999999999998,1.695,1.42,1.3980000000000001,1.0190000000000001,0.7959999999999999,0.494,0.588,0.409,0.536,0.5589999999999999,0.6629999999999999,0.662,0.7759999999999999,0.305,0.204,0.079,0.113,0.05,0.07,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.051,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 13B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.066,0.05,0.05,0.05,0.05,0.05,0.05,0.075,0.368,0.512,1.969,2.47,2.784,2.123,1.534,1.4080000000000001,0.9890000000000001,0.77,0.7979999999999999,0.746,0.601,0.5529999999999999,0.266,0.254,0.215,0.204,0.223,0.191,0.465,0.573,0.18100000000000002,0.256,0.272,0.267,0.23600000000000002,0.18,0.107,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 13C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.079,0.094,0.094,0.28,0.6609999999999999,2.5340000000000003,3.266,2.544,2.227,1.484,1.045,0.747,0.725,0.495,0.604,0.581,0.6859999999999999,0.6459999999999999,0.7040000000000001,0.429,0.222,0.07,0.076,0.11699999999999999,0.11199999999999999,0.293,0.29600000000000004,0.11800000000000001,0.139,0.17,0.14400000000000002,0.158,0.065,0.055,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 14A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.079,0.05,0.145,0.26,0.9520000000000001,2.995,2.296,2.009,1.125,1.052,0.8009999999999999,0.905,0.596,0.662,0.5710000000000001,0.6890000000000001,0.61,0.604,0.486,0.42100000000000004,0.46,0.429,0.401,0.47700000000000004,0.195,0.218,0.29,0.256,0.32,0.263,0.38,0.34600000000000003,0.267,0.345,0.268,0.292,0.337,0.23399999999999999,0.138,0.051,0.078,0.05,0.05,0.05,0.05,0.05
"e6, 14B",0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.052000000000000005,0.07,0.122,0.501,1.173,1.357,0.929,0.632,0.612,0.349,0.423,0.42700000000000005,0.563,0.342,0.37799999999999995,0.406,0.32799999999999996,0.415,0.377,0.272,0.231,0.254,0.242,0.276,0.278,0.079,0.122,0.086,0.185,0.122,0.16899999999999998,0.22699999999999998,0.23199999999999998,0.098,0.172,0.14,0.212,0.18600000000000003,0.153,0.10800000000000001,0.05,0.07,0.083,0.05,0.05,0.05,0.05
"e6, 14C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.122,0.22899999999999998,1.103,1.4869999999999999,2.4130000000000003,1.3019999999999998,1.452,0.867,0.995,0.662,0.68,0.5429999999999999,0.456,0.47200000000000003,0.507,0.442,0.39899999999999997,0.434,0.365,0.47200000000000003,0.426,0.125,0.145,0.141,0.151,0.22,0.182,0.426,0.361,0.128,0.23800000000000002,0.25,0.18899999999999997,0.24600000000000002,0.21100000000000002,0.069,0.055,0.051,0.05,0.05,0.05,0.05,0.05
"e6, 15A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.071,0.215,0.47100000000000003,1.192,2.7769999999999997,1.804,1.642,0.935,0.48700000000000004,0.31,0.387,0.258,0.221,0.17300000000000001,0.21,0.254,0.183,0.145,0.079,0.09300000000000001,0.122,0.084,0.134,0.07400000000000001,0.055999999999999994,0.084,0.057,0.09300000000000001,0.107,0.10099999999999999,0.061,0.05,0.06,0.05,0.05,0.052000000000000005,0.06,0.069,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 15B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.149,0.361,0.981,1.435,2.6719999999999997,1.568,1.139,0.47,0.389,0.247,0.336,0.282,0.251,0.19899999999999998,0.222,0.183,0.154,0.14,0.08900000000000001,0.122,0.11,0.051,0.05,0.07400000000000001,0.05,0.111,0.071,0.102,0.113,0.062,0.065,0.065,0.069,0.055999999999999994,0.083,0.065,0.05,0.05,0.05,0.05,0.05,0.05,0.069
"e6, 15C",0.05,0.05,0.05,0.05,0.05,0.05,0.062,0.05,0.08900000000000001,0.113,0.302,0.76,1.942,1.521,1.22,1.013,0.48700000000000004,0.379,0.258,0.27699999999999997,0.24100000000000002,0.22899999999999998,0.149,0.23199999999999998,0.157,0.15,0.128,0.122,0.08,0.10800000000000001,0.10300000000000001,0.071,0.05,0.05,0.05,0.079,0.09300000000000001,0.098,0.06,0.07400000000000001,0.053,0.07400000000000001,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.069
"e6, 16A",0.05,0.05,0.05,0.05,0.051,0.05,0.051,0.052000000000000005,0.05,0.05,0.05,0.07,0.065,0.07,0.08,0.113,0.27,0.6,1.7690000000000001,2.696,2.59,2.543,1.6440000000000001,1.3619999999999999,1.1,1.274,0.877,0.94,0.742,0.6509999999999999,0.853,0.7,0.355,0.435,0.46299999999999997,0.5920000000000001,0.579,0.623,0.7120000000000001,0.5379999999999999,0.24600000000000002,0.478,0.415,0.452,0.365,0.313,0.226,0.068,0.05,0.06,0.05,0.051,0.05,0.065
"e6, 16B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.062,0.071,0.11800000000000001,0.289,0.866,1.31,3.155,3.4010000000000002,2.7739999999999996,2.399,1.5430000000000001,1.3130000000000002,0.883,0.795,0.6779999999999999,0.5710000000000001,1.002,1.126,0.594,0.745,0.565,0.66,0.6579999999999999,0.565,0.451,0.35600000000000004,0.317,0.44299999999999995,0.473,0.526,0.46799999999999997,0.326,0.294,0.115,0.07400000000000001,0.083,0.052000000000000005,0.05,0.07,0.05
"e6, 16C",0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.05,0.057,0.10400000000000001,0.171,0.271,0.647,1.643,2.137,3.0660000000000003,3.8810000000000002,2.823,1.52,1.659,1.05,1.1159999999999999,0.9059999999999999,1.15,1.252,1.18,0.564,0.414,0.289,0.33399999999999996,0.503,0.496,0.35100000000000003,0.396,0.253,0.368,0.282,0.302,0.313,0.253,0.267,0.45399999999999996,0.425,0.365,0.335,0.306,0.183,0.141,0.09699999999999999,0.05,0.051,0.05,0.05,0.05
"e6, 17A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.09300000000000001,0.262,0.205,0.15,0.17800000000000002,0.185,0.22,0.102,0.079,0.069,0.05,0.05,0.069,0.05,0.061,0.05,0.05,0.05,0.05,0.05,0.05
