"e6, 17C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.065,0.05,0.055999999999999994,0.162,0.361,0.603,0.484,0.382,0.27,0.213,0.10300000000000001,0.07400000000000001,0.102,0.07,0.084,0.10300000000000001,0.05,0.08,0.05,0.052000000000000005,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 18A",0.05,0.05,0.061,0.05,0.05,0.05,0.05,0.05,0.05,0.052000000000000005,0.12300000000000001,0.25,0.914,1.369,1.535,1.354,1.276,0.818,1.1520000000000001,0.898,0.956,0.6729999999999999,0.621,0.593,0.7340000000000001,0.6920000000000001,0.703,0.695,0.496,0.647,0.429,0.42700000000000005,0.239,0.171,0.213,0.136,0.146,0.11199999999999999,0.166,0.204,0.205,0.069,0.102,0.064,0.09300000000000001,0.092,0.05,0.05,0.051,0.06,0.051,0.05,0.06,0.055
"e6, 18C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.05,0.05,0.05,0.084,0.179,0.826,1.33,3.1010000000000004,1.419,1.125,1.162,1.6540000000000001,1.48,1.359,1.182,0.759,0.898,0.529,0.46799999999999997,0.53,0.326,0.391,0.34299999999999997,0.45799999999999996,0.447,0.46799999999999997,0.518,0.327,0.193,0.125,0.168,0.122,0.158,0.111,0.078,0.08800000000000001,0.05,0.065,0.055999999999999994,0.05,0.05
"e6, 19A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.066,0.051,0.126,0.32299999999999995,1.5390000000000001,2.08,2.182,1.357,1.1640000000000001,0.889,1.3219999999999998,1.28,1.251,1.077,0.623,0.674,0.36200000000000004,0.24,0.254,0.223,0.32799999999999996,0.19,0.259,0.28,0.34299999999999997,0.3,0.163,0.158,0.18600000000000003,0.196,0.165,0.2,0.11599999999999999,0.111,0.05,0.05,0.05,0.05,0.055999999999999994,0.059000000000000004
"e6, 19B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.11699999999999999,0.242,0.55,1.945,3.0989999999999998,1.9880000000000002,1.618,0.685,0.863,0.62,0.623,0.441,0.304,0.317,0.527,0.679,0.5660000000000001,0.522,0.28,0.408,0.22699999999999998,0.222,0.266,0.242,0.4,0.24100000000000002,0.358,0.315,0.493,0.449,0.203,0.218,0.179,0.19,0.125,0.12,0.107,0.073,0.055,0.057,0.05,0.05,0.05,0.05
"e6, 19C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.066,0.182,0.41600000000000004,1.6219999999999999,2.322,1.504,1.432,0.682,0.9109999999999999,0.677,0.754,0.428,0.35600000000000004,0.239,0.44299999999999995,0.46,0.557,0.455,0.32799999999999996,0.392,0.321,0.264,0.254,0.203,0.309,0.225,0.253,0.22699999999999998,0.32799999999999996,0.391,0.2,0.065,0.106,0.16699999999999998,0.121,0.166,0.05,0.055999999999999994,0.05,0.06,0.06,0.051,0.05,0.05
"e6, 1A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.061,0.05,0.05,0.05,0.051,0.05,0.10099999999999999,0.061,0.14,0.163,0.5920000000000001,1.7280000000000002,2.467,1.499,1.1540000000000001,1.195,0.838,0.787,0.7759999999999999,0.693,0.65,0.723,0.26,0.491,0.166,0.337,0.298,0.253,0.154,0.14800000000000002,0.136,0.151,0.14300000000000002,0.113,0.07,0.129,0.09699999999999999,0.135,0.099,0.06,0.07400000000000001,0.08800000000000001,0.051,0.06,0.05,0.069,0.05
"e6, 1B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.079,0.11599999999999999,0.275,0.379,0.575,1.202,3.1289999999999996,1.659,1.5919999999999999,0.7959999999999999,0.685,0.62,0.45399999999999996,0.43,0.478,0.42,0.489,0.46,0.22699999999999998,0.47100000000000003,0.24,0.449,0.35200000000000004,0.401,0.198,0.163,0.182,0.188,0.218,0.22399999999999998,0.084,0.162,0.11900000000000001,0.171,0.11199999999999999,0.08900000000000001,0.055999999999999994,0.05,0.064,0.078,0.05,0.055,0.05
"e6, 1C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.13,0.10800000000000001,0.225,0.435,1.2429999999999999,3.168,3.1830000000000003,1.3130000000000002,0.8959999999999999,0.762,0.515,0.5770000000000001,0.5479999999999999,0.574,0.49700000000000005,0.531,0.28800000000000003,0.511,0.237,0.45399999999999996,0.41700000000000004,0.414,0.19899999999999998,0.26,0.177,0.23,0.212,0.14400000000000002,0.069,0.213,0.133,0.14800000000000002,0.106,0.11699999999999999,0.051,0.05,0.05,0.05,0.05,0.05,0.064
"e6, 20A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.066,0.099,0.191,0.991,0.5710000000000001,0.613,0.34299999999999997,0.36200000000000004,0.284,0.27699999999999997,0.149,0.198,0.18600000000000003,0.157,0.135,0.08900000000000001,0.102,0.13699999999999998,0.10800000000000001,0.099,0.10099999999999999,0.066,0.09699999999999999,0.07,0.061,0.05,0.066,0.065,0.05,0.065,0.066,0.051,0.05,0.05,0.078,0.084,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.079,0.05,0.05,0.051
"e6, 20B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.12300000000000001,0.21,0.517,1.742,1.6869999999999998,1.138,0.888,0.441,0.455,0.358,0.33399999999999996,0.23800000000000002,0.149,0.172,0.192,0.149,0.17800000000000002,0.16899999999999998,0.128,0.145,0.125,0.11,0.107,0.07,0.061,0.06,0.084,0.07,0.051,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.05,0.05,0.051,0.05,0.05,0.05
"e6, 20C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.10800000000000001,0.21100000000000002,0.919,1.794,1.5490000000000002,0.8170000000000001,0.775,0.494,0.456,0.27,0.3,0.266,0.303,0.259,0.204,0.244,0.23399999999999999,0.308,0.24,0.28600000000000003,0.28,0.27899999999999997,0.17800000000000002,0.20199999999999999,0.13,0.15,0.14,0.172,0.15,0.149,0.16,0.13,0.107,0.051,0.106,0.136,0.075,0.115,0.079,0.083,0.07,0.05,0.06,0.083,0.083,0.11599999999999999
"e6, 21A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.065,0.05,0.057,0.113,0.462,1.069,1.494,3.303,2.545,1.834,1.391,0.981,0.695,0.625,0.62,0.664,0.782,0.685,0.639,0.385,0.428,0.826,0.65,0.732,0.8079999999999999,0.722,0.5720000000000001,0.429,0.405,0.34299999999999997,0.451,0.312,0.28600000000000003,0.192,0.17800000000000002,0.065,0.05,0.05,0.05,0.05,0.05
"e6, 21B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.066,0.113,0.13,0.377,1.158,1.61,3.661,2.747,2.009,1.3619999999999999,0.878,0.626,0.619,0.61,0.5770000000000001,0.675,0.625,0.594,0.316,0.406,0.711,0.525,0.636,0.5920000000000001,0.5489999999999999,0.452,0.278,0.29,0.255,0.33,0.231,0.24,0.158,0.078,0.07,0.05,0.05,0.05,0.05,0.05
"e6, 21C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08800000000000001,0.098,0.204,0.442,1.2930000000000001,3.542,4.107,2.562,1.663,1.2790000000000001,0.578,0.47700000000000004,0.593,0.5710000000000001,0.55,0.49700000000000005,0.556,0.585,0.597,0.34600000000000003,0.39799999999999996,0.677,0.586,0.617,0.581,0.596,0.392,0.248,0.264,0.226,0.217,0.231,0.24,0.139,0.14,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 23A",0.05,0.05,0.085,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.079,0.17,0.366,1.138,1.9680000000000002,2.7060000000000004,2.398,2.109,1.7109999999999999,1.505,1.4809999999999999,1.433,1.278,1.177,1.131,0.588,0.532,0.643,0.54,0.584,0.631,0.68,0.738,0.557,0.195,0.16899999999999998,0.168,0.17600000000000002,0.307,0.221,0.102,0.106,0.05,0.051,0.051,0.05,0.05
"e6, 23C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.057,0.08,0.44,1.462,2.459,2.8560000000000003,1.807,1.455,0.93,0.9640000000000001,0.996,1.03,1.107,1.087,0.892,0.826,0.877,0.488,0.35100000000000003,0.38799999999999996,0.424,0.414,0.44,0.59,0.527,0.528,0.139,0.102,0.134,0.08800000000000001,0.191,0.125,0.064,0.05,0.05,0.05,0.05,0.051,0.05
"e6, 24A",0.05,0.05,0.05,0.05,0.061,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09300000000000001,0.151,0.155,0.391,1.406,3.054,2.106,1.868,1.3659999999999999,0.9390000000000001,0.598,0.44,0.40700000000000003,0.455,0.653,0.732,0.613,0.54,0.504,0.32299999999999995,0.37,0.589,0.461,0.593,0.48,0.609,0.611,0.47,0.33399999999999996,0.254,0.297,0.22699999999999998,0.28300000000000003,0.177,0.111,0.079,0.05,0.05,0.051,0.079,0.05
"e6, 24B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.092,0.222,0.405,0.561,1.34,1.626,1.4469999999999998,0.9690000000000001,0.8109999999999999,0.621,0.53,0.322,0.327,0.301,0.45399999999999996,0.539,0.415,0.409,0.318,0.265,0.163,0.212,0.32799999999999996,0.21,0.21600000000000003,0.226,0.28,0.3,0.14,0.149,0.135,0.19,0.125,0.156,0.10099999999999999,0.064,0.05,0.08800000000000001,0.069,0.051,0.051,0.091
"e6, 24C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.062,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.057,0.318,0.41200000000000003,1.578,2.225,1.3519999999999999,1.1159999999999999,1.246,1.07,0.853,0.649,0.541,0.544,0.511,0.46,0.402,0.34,0.489,0.271,0.275,0.29,0.47700000000000004,0.48200000000000004,0.25,0.23399999999999999,0.198,0.203,0.22399999999999998,0.258,0.162,0.10099999999999999,0.075,0.075,0.07400000000000001,0.06,0.071,0.062
"e6, 25C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.08800000000000001,0.17800000000000002,0.573,0.929,1.317,2.685,2.398,1.656,1.141,0.542,0.49,0.503,0.451,0.315,0.188,0.084,0.07,0.332,0.33,0.337,0.319,0.258,0.21,0.16899999999999998,0.168,0.15,0.145,0.106,0.107,0.11699999999999999,0.153,0.09699999999999999,0.131,0.107,0.11199999999999999,0.084,0.11900000000000001,0.098,0.084,0.05,0.061,0.055999999999999994,0.05
"e6, 2A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.079,0.05,0.05,0.051,0.06,0.08800000000000001,0.158,0.41700000000000004,0.218,0.243,0.239,0.293,0.153,0.187,0.08800000000000001,0.107,0.09300000000000001,0.09300000000000001,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 2C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.079,0.14400000000000002,0.14,0.228,0.39399999999999996,0.255,0.33399999999999996,0.28800000000000003,0.33899999999999997,0.21899999999999997,0.18100000000000002,0.079,0.09699999999999999,0.065,0.084,0.05,0.05,0.05,0.051,0.079,0.061,0.05,0.05,0.05,0.07,0.05,0.055,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 3A",0.05,0.079,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.051,0.18899999999999997,0.28,0.452,1.186,2.5839999999999996,1.556,1.706,1.022,0.828,0.794,0.732,0.6729999999999999,0.6779999999999999,0.67,0.8140000000000001,0.8490000000000001,0.654,0.748,0.524,0.5529999999999999,0.409,0.49200000000000005,0.322,0.26899999999999996,0.209,0.20199999999999999,0.275,0.17800000000000002,0.154,0.254,0.19,0.11199999999999999,0.092,0.087,0.05,0.064,0.061,0.05,0.05,0.09699999999999999,0.05
"e6, 3B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.157,0.23600000000000002,0.29100000000000004,0.823,2.528,1.568,1.5130000000000001,0.884,0.662,0.629,0.45299999999999996,0.545,0.636,0.603,0.866,0.775,0.643,0.715,0.479,0.5,0.36,0.509,0.33899999999999997,0.212,0.131,0.23600000000000002,0.201,0.18600000000000003,0.134,0.22899999999999998,0.128,0.107,0.07,0.051,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 3C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.149,0.27,0.38799999999999996,0.9390000000000001,2.7769999999999997,1.953,2.002,0.742,0.502,0.574,0.51,0.5870000000000001,0.6509999999999999,0.675,0.825,0.937,0.693,0.759,0.499,0.514,0.452,0.504,0.382,0.21899999999999997,0.149,0.207,0.27899999999999997,0.23,0.139,0.18899999999999997,0.124,0.11599999999999999,0.092,0.09699999999999999,0.05,0.05,0.05,0.051,0.066,0.05,0.05
"e6, 4A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.065,0.114,0.17,0.375,1.281,3.71,2.45,0.884,0.669,0.843,0.685,0.5820000000000001,0.7040000000000001,0.631,0.698,0.682,0.414,0.541,0.318,0.509,0.442,0.5589999999999999,0.324,0.259,0.272,0.461,0.501,0.386,0.19899999999999998,0.26899999999999996,0.23,0.21899999999999997,0.171,0.138,0.05,0.065,0.083,0.092,0.055999999999999994,0.09,0.087
"e6, 4B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.10300000000000001,0.187,0.225,0.501,2.372,2.081,2.112,0.903,0.905,0.805,0.63,0.528,0.5579999999999999,0.5920000000000001,0.639,0.662,0.371,0.5660000000000001,0.306,0.45399999999999996,0.341,0.35100000000000003,0.235,0.221,0.21600000000000003,0.34600000000000003,0.41,0.312,0.19899999999999998,0.276,0.273,0.255,0.27,0.147,0.069,0.11599999999999999,0.133,0.13,0.055,0.08800000000000001,0.09699999999999999
"e6, 4C",0.05,0.052000000000000005,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.05,0.05,0.135,0.373,0.583,1.889,2.338,2.105,1.263,0.948,0.924,0.725,0.667,0.597,0.491,0.568,0.43799999999999994,0.519,0.282,0.318,0.322,0.284,0.311,0.267,0.292,0.278,0.293,0.293,0.336,0.322,0.263,0.185,0.08800000000000001,0.087,0.078,0.09699999999999999,0.061,0.11199999999999999,0.146
