,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,experiment_sample,experiment,sample,PRO,ALT,culture,FL
0,-6.372989307049163,-0.4343439031283863,0.19587391362575868,0.1351283117562566,-0.022911419843112398,-0.14442566682860125,"e1, 10A",e1,10A,MIT0604,DE,Co_Culture,0.15776835688773053
1,-5.414482938148327,-0.5814277696664303,0.19876487272276852,-0.053736929146273454,0.1643846923408112,-0.10171797345134179,"e1, 10B",e1,10B,MIT0604,DE,Co_Culture,0.16859904671300435
2,-6.687265996733823,-0.5154984891925407,0.22581347587271686,0.015260843365046116,0.048992485819179324,-0.07279636195458361,"e1, 10C",e1,10C,MIT0604,DE,Co_Culture,0.1560253167239493
3,-3.580379380962216,-0.07897005119229684,-1.4186288162108678,0.7491459818337846,-0.2927851470199189,0.07380959770919325,"e1, 11A",e1,11A,MED4,DE1,Co_Culture,0.16092538290065725
4,-5.2991454278144055,0.5363161644640859,-0.4241577612314024,0.4975992398041995,-0.597298888754327,0.03843327271157619,"e1, 11B",e1,11B,MED4,DE1,Co_Culture,0.1495173776476475
5,-3.8903681607421867,0.8607366291771366,-0.17428509468591766,0.16199809204070836,-0.8170026052873641,0.1784096179024839,"e1, 11C",e1,11C,MED4,DE1,Co_Culture,0.15867349586985224
6,-3.232706295900048,1.3390289655336693,-0.3543091956672967,0.10820662794087023,0.12751955973299534,0.2061071927436465,"e1, 12A",e1,12A,MIT9313,DE1,Co_Culture,0.1610380952380953
7,-4.2375144014559885,0.03623758815265972,-0.903278184917882,-0.21128494317449772,0.48604109757851693,0.41605011176576717,"e1, 12B",e1,12B,MIT9313,DE1,Co_Culture,0.15905376744633176
8,0.5462615075389712,1.4519998215241243,-1.5204740092542917,-0.5013007037568479,0.9847821201129228,0.37770989705828445,"e1, 12C",e1,12C,MIT9313,DE1,Co_Culture,0.18715559338739293
9,14.663823217998209,-0.6987147989643211,-1.9388912779300989,-0.21783619801201637,-0.20211911014570735,-0.21738491794392692,"e1, 13A",e1,13A,MIT9312,DE1,Co_Culture,0.3203075301542951
10,11.511628986414284,-3.593830382923485,-1.689093438418649,0.4725244644376718,-1.0162151320400583,0.8326517769203745,"e1, 13B",e1,13B,MIT9312,DE1,Co_Culture,0.2999775785392757
11,10.12828896043414,-1.7695329435964866,-2.732123224482624,0.7937163720874889,-0.2997524206713237,0.16672793701459956,"e1, 13C",e1,13C,MIT9312,DE1,Co_Culture,0.2770644922801828
12,2.0739804506930093,-4.71614134565832,0.40137337359653963,0.2526310479600124,0.04115287955973749,-0.12959236979080474,"e1, 14A",e1,14A,Natl2A,DE1,Co_Culture,0.2699317606129944
13,3.0339819721044927,-4.552030796675455,2.1314664094342843,-0.41715456687595054,-0.1460317698348492,-0.3755349252903441,"e1, 14B",e1,14B,Natl2A,DE1,Co_Culture,0.2917175610837583
14,1.1721469740554507,-4.715845922456471,2.243662217545165,0.09119169335635284,0.11499417142653238,-0.8098765876383409,"e1, 14C",e1,14C,Natl2A,DE1,Co_Culture,0.2845581744397003
15,1.6174580232198248,2.067456145012722,-0.640814302987274,-1.0653725677921944,0.03167047168669514,-0.5401254062260883,"e1, 15A",e1,15A,MIT0604,DE1,Co_Culture,0.20931765398978514
16,-3.1965427012965812,-2.3616635078977803,-1.3491390868858817,1.218624655685406,-0.007751354034913417,-0.3491341296896701,"e1, 15B",e1,15B,MIT0604,DE1,Co_Culture,0.1861029362489073
17,-1.9071918448775782,-1.5776893313833664,-1.614656552056831,0.9500984621927479,0.33118166051448955,-0.45553469187528967,"e1, 15C",e1,15C,MIT0604,DE1,Co_Culture,0.19577044947371772
18,2.140063328665328,-0.23665552914120186,-1.4321109791297457,0.4505362330520653,-1.0066497338138112,0.29019518087283974,"e1, 16A",e1,16A,MED4,BS11,Co_Culture,0.20693422820651347
19,2.024885530895483,0.46633541084275437,-2.377995765284724,0.05623756473896,0.040761970236973005,0.31220090991468047,"e1, 16B",e1,16B,MED4,BS11,Co_Culture,0.2005554497911465
20,-0.6739944257713375,0.5384324701880728,-0.6391348232551817,-0.021380548178802677,-1.0870455162900303,0.17605252695441137,"e1, 16C",e1,16C,MED4,BS11,Co_Culture,0.18193605121555206
21,2.2949986425843836,3.1344652550544256,-1.0484573116003526,-0.5480955563382418,-0.01192666299738275,-0.061274839141633286,"e1, 17A",e1,17A,MIT9313,BS11,Co_Culture,0.19391044268993848
22,4.87349039896353,3.0054947416988016,-1.707407424170487,-0.5527386952063813,0.3453215458592951,0.25155007772572535,"e1, 17B",e1,17B,MIT9313,BS11,Co_Culture,0.21092063858180787
