,PCA1,PCA2,experiment_sample,experiment,sample,PRO,ALT,culture,FL
0,-4.136646458053737,-1.814715811245791,"e4, 10A",e4,10A,MIT0604,DE,Co_Culture,0.20194871794871794
1,-3.297204217552202,-2.5441673732742776,"e4, 10B",e4,10B,MIT0604,DE,Co_Culture,0.21362820512820507
2,-3.4876017599894245,-2.6834853133031418,"e4, 10C",e4,10C,MIT0604,DE,Co_Culture,0.21843589743589747
3,-1.8010355585685909,2.3355753227115335,"e4, 11A",e4,11A,MED4,DE1,Co_Culture,0.3432307692307691
4,-1.9958819252685358,-0.6110634730393216,"e4, 11B",e4,11B,MED4,DE1,Co_Culture,0.3052435897435897
5,-0.484212346858485,1.9757870845114613,"e4, 11C",e4,11C,MED4,DE1,Co_Culture,0.3673205128205129
6,-9.49230048435297,-0.0552671854278823,"e4, 12A",e4,12A,MIT9313,DE1,Co_Culture,0.08970512820512808
7,-9.434350696682325,0.7109431106816722,"e4, 12B",e4,12B,MIT9313,DE1,Co_Culture,0.10676923076923074
8,-9.348270051203045,0.7559226488771319,"e4, 12C",e4,12C,MIT9313,DE1,Co_Culture,0.12278205128205148
9,2.972922786949123,3.4644070947389136,"e4, 13A",e4,13A,MIT9312,DE1,Co_Culture,0.49728205128205133
10,8.733788417941897,1.1561525092720257,"e4, 13B",e4,13B,MIT9312,DE1,Co_Culture,0.5245897435897438
11,4.719638127681567,1.449014604113603,"e4, 13C",e4,13C,MIT9312,DE1,Co_Culture,0.47270512820512817
12,2.473786510915551,-1.1103682259816654,"e4, 14A",e4,14A,Natl2A,DE1,Co_Culture,0.40079487179487183
13,2.0448619368372287,0.023953889432604413,"e4, 14B",e4,14B,Natl2A,DE1,Co_Culture,0.40271794871794864
14,4.912750358189721,-4.881943931357041,"e4, 14C",e4,14C,Natl2A,DE1,Co_Culture,0.3863461538461538
15,-4.3532579124468525,-2.1335804191736143,"e4, 15A",e4,15A,MIT0604,DE1,Co_Culture,0.25967948717948725
16,-5.457877286579796,-1.0481395229980541,"e4, 15B",e4,15B,MIT0604,DE1,Co_Culture,0.2134358974358974
17,-4.2860406349251985,-1.9210347116707887,"e4, 15C",e4,15C,MIT0604,DE1,Co_Culture,0.238
18,9.777375813846682,2.452043883340216,"e4, 16A",e4,16A,MED4,BS11,Co_Culture,0.5467948717948721
19,5.7588805548742075,-0.3231178956287651,"e4, 16B",e4,16B,MED4,BS11,Co_Culture,0.4478717948717949
20,10.852656376259803,4.530557507323033,"e4, 16C",e4,16C,MED4,BS11,Co_Culture,0.6026025641025642
21,-8.872490769428286,-0.11331178367964065,"e4, 17A",e4,17A,MIT9313,BS11,Co_Culture,0.07853846153846146
22,-8.110690103313575,0.8112869456128723,"e4, 17B",e4,17B,MIT9313,BS11,Co_Culture,0.12332051282051296
