,PCA1,PCA2,experiment_sample,experiment,sample,PRO,ALT,culture,FL
0,-5.885491745200709,9.73800763853317,"e6, 10A",e6,10A,MIT0604,DE,Co_Culture,0.2615555555555556
1,-5.6649424455735975,10.811485276186193,"e6, 10B",e6,10B,MIT0604,DE,Co_Culture,0.28001851851851856
2,-4.38200432576592,7.072792578606107,"e6, 10C",e6,10C,MIT0604,DE,Co_Culture,0.2889259259259259
3,-0.46301354626858005,-2.0931439200599162,"e6, 11A",e6,11A,MED4,DE1,Co_Culture,0.2942407407407408
4,0.26877883026626703,-2.2675053951207103,"e6, 11B",e6,11B,MED4,DE1,Co_Culture,0.3245000000000002
5,-0.7166560998173388,-2.392936050394672,"e6, 11C",e6,11C,MED4,DE1,Co_Culture,0.34481481481481496
6,-5.28147452697588,-2.589764567107829,"e6, 12A",e6,12A,MIT9313,DE1,Co_Culture,0.10520370370370366
7,-4.035224895483912,-2.29001230336346,"e6, 12B",e6,12B,MIT9313,DE1,Co_Culture,0.14766666666666664
8,-5.026355127100087,-2.646850965632349,"e6, 12C",e6,12C,MIT9313,DE1,Co_Culture,0.13899999999999998
9,-1.7275788597463155,-2.8186789696135324,"e6, 13A",e6,13A,MIT9312,DE1,Co_Culture,0.3589074074074074
10,3.7590716007705116,-1.2640746645190082,"e6, 13B",e6,13B,MIT9312,DE1,Co_Culture,0.4223333333333334
11,0.7919438789034822,-2.490062448882469,"e6, 13C",e6,13C,MIT9312,DE1,Co_Culture,0.4252037037037038
12,0.01985971091936542,0.9506089368423795,"e6, 14A",e6,14A,Natl2A,DE1,Co_Culture,0.4445
13,-3.430541318368475,1.157744923155465,"e6, 14B",e6,14B,Natl2A,DE1,Co_Culture,0.260351851851852
14,-1.0993479037994667,-0.839468232828941,"e6, 14C",e6,14C,Natl2A,DE1,Co_Culture,0.36696296296296266
15,-6.152277968967432,-1.046694501429561,"e6, 15A",e6,15A,MIT0604,DE1,Co_Culture,0.2605740740740743
16,-5.368680858018817,-1.7056033896603569,"e6, 15B",e6,15B,MIT0604,DE1,Co_Culture,0.250462962962963
17,-6.525653023497154,-0.03636959297201068,"e6, 15C",e6,15C,MIT0604,DE1,Co_Culture,0.21950000000000017
18,7.400227487445421,0.7292671971294241,"e6, 16A",e6,16A,MED4,BS11,Co_Culture,0.5323888888888889
19,9.611697837691754,1.9321132551685805,"e6, 16B",e6,16B,MED4,BS11,Co_Culture,0.5739074074074076
20,2.5482147020089956,2.2814007343323173,"e6, 16C",e6,16C,MED4,BS11,Co_Culture,0.6107592592592589
21,-4.812436347433989,-2.1087731072856513,"e6, 17A",e6,17A,MIT9313,BS11,Co_Culture,0.07005555555555554
22,-4.6997117488220095,-2.549029736825402,"e6, 17C",e6,17C,MIT9313,BS11,Co_Culture,0.09470370370370364
23,-1.8455586798274124,-1.2540786513075868,"e6, 18A",e6,18A,MIT9312,BS11,Co_Culture,0.3760555555555553
24,4.4350278406626895,-0.5982566953453656,"e6, 18C",e6,18C,MIT9312,BS11,Co_Culture,0.43477777777777793
25,2.2612923151614814,-1.2588139407936054,"e6, 19A",e6,19A,Natl2A,BS11,Co_Culture,0.3906111111111112
26,-1.0839746251253446,-0.08058930069861847,"e6, 19B",e6,19B,Natl2A,BS11,Co_Culture,0.4006296296296297
27,-1.9806699182946237,-0.8024487408067689,"e6, 19C",e6,19C,Natl2A,BS11,Co_Culture,0.3472777777777778
28,-0.3365495322906578,-1.3985909467719517,"e6, 1A",e6,1A,MED4,1A3,Co_Culture,0.3316851851851852
29,-0.9161808248287394,-1.1156037715787424,"e6, 1B",e6,1B,MED4,1A3,Co_Culture,0.3489074074074073
